14.2,-7.1,-51.4,9.2,-4.3,8.3,57.8,10,9.3,7.3,8,-1.7,-2,-0.279713303846034,-46.9,26.1,-14.8,3.57971330384603,34.3,4.09999999999999,39.8,26.7,-27.5,10,-15.3,-19.2
6.9,18.4,-11.8,48.7,1.8,31.6,-21.9,-37.2,0.699999999999996,15.4,32.7,-41,-10.5,0.917025935538206,-23.5,33.3,5.9,-52.6170259355382,-4.9,-31.4,-25,-14.7,-3.8,44.7,8.1,1
39.8,19,11.5,-17,-25.9,-65.5,-19.3,16.4,-10.4,11.5,-31.5,45.3,-1.6,-0.259968657079416,23.3,-35.1,12.2,9.85996865707942,-19.3,-4.6,-4.5,1.7,8.4,-7.4,12.6,-20
13.4,-1.2,2.3,4.6,-0.399999999999999,-11.7,0.0999999999999943,6,3.59999999999999,3.5,15,-3.8,2.2,0.0654958319366266,-8.3,-3.6,-21.1,-7.96549583193663,-15.1,5,7.5,8.8,5.7,-30.9,-0.199999999999999,-1.3
-11.7,0.100000000000001,-1.2,-15.2,14.1,-7.4,3.6,-2.2,14.7,10.4,19.7,43,-20.5,0.277412901474049,7.2,-5.5,9.6,-6.57741290147405,-56.7,-52.8,-12.9,20.7,-15.3,-10.3,-3.9,-29.1
9.8,-0.899999999999999,-20.5,4.2,39.2,-0.200000000000001,6.3,21.7,-37,2,-12.1,-23.9,-4.4,0.259303850260315,11.3,9.7,1.1,3.44069614973969,-4.1,27.2,6.6,1.7,-3.8,-28.8,-7.6,-14.6
1.3,4,5.6,3.6,14,-11.7,-2.2,10.5,-5.9,8.8,-7.9,5.3,15.2,-4.02607552590736,9.9,-3.2,-18.9,-8.17392447409263,-2.7,2.2,6.6,10.3,1.2,-16.8,4.4,-15
26.1,6.5,-16.9,0.100000000000001,3,-25.2,16.9,13.2,4.3,18.9,2.2,-15.4,30,-6.89547347302849,2.7,-7.1,-18.7,1.79547347302849,-2.9,1.2,-3,-3.2,14.3,5.5,-6.7,-9.7
-8.3,-4.3,-21.5,-7,42.7,9.3,28.4,2.1,-45.9,21.1,29.9,30.9,-3.8,-0.494590457075294,-23.7,-44.6,-14.1,-6.9054095429247,-14.9,31.8,19.6,-12.3,10.2,6,27,0.700000000000003
0.0999999999999996,1.1,9.7,18.4,8.8,-0.0999999999999996,12.5,1.1,4.5,2.4,-8.7,-1.7,7.6,3.26811646310841,14.7,1.7,-16.1,6.53188353689159,-7.8,-2.5,11.6,9,9.6,5.5,-8.7,-14.2
-3.3,-2.9,36.7,13.1,-1.6,-7,-36.5,-4.7,17.6,72.5,15.6,27.8,-17.8,-5.31453357771879,26.2,-30.6,-7.4,-45.8854664222812,-14.3,5.6,25.9,-4,-2.1,17.3,-5.6,3.1
26.8,2,15.2,-34.7,-19.2,15.8,-15.4,42.3,-28.3,-26.6,12.7,-5.9,29.5,-9.30697139189763,9.5,5.9,-12.5,27.2069713918976,9.7,-21.2,-3.4,-16.9,-41.6,-21.9,10.8,35.6
-2.4,32.9,20.3,-15.3,16.9,-30,22.6,-11.3,15.8,25.5,11.4,44.1,23.9,2.20015628407892,-9.3,3.8,-73.6,23.3998437159211,26.3,-28.1,12.4,-20.6,-27,-7.2,12.1,-6.2
12.8,17.2,1.9,26,8.3,-13.2,4.1,6.09999999999999,11.1,15.2,0.700000000000003,2.8,-21.4,-6.71731098382575,-17.9,-24.1,-4.2,-15.8826890161742,-5.9,-9.2,10.1,3.2,16.1,30.3,-11.9,18.4
