1.44,-2.34,1.5,-4.11,5.23,1.5,-2.17,-1.44,-7.23,-4.33,3.89,1.66,4.17,2.55,-1.34,-1.38,1.5,-0.77,-1.11,-2.06,-1.89,-0.449999999999999,-0.439999999999998,2.78,-2.11,0.559999999999999
-2.06,0.39,-2.11,2.61,1.5,0.11,0.0600000000000005,-0.380000000000001,0.5,1.61,1.78,-0.73,-2.05,-0.999999999999999,-0.670000000000002,0.45,0.72,-0.61,-0.33,-2.17,-0.67,0.89,0.83,3.28,-0.0499999999999998,-0.56
1.95,-0.34,0.780000000000001,-3.56,3.61,0.84,-1.56,-0.220000000000001,-6,-5.56,2.67,1.78,3.72,3.72,1.22,-0.44,1.83,-1.05,-3.22,-1.67,-5.22,-0.609999999999999,-0.280000000000001,2.89,0.389999999999999,1.05
-1,1.39,-1.77,0.619999999999999,-1.17,-1.06,1,0.720000000000001,0.109999999999999,0.39,-0.279999999999999,0.28,-1.16,1,-0.450000000000001,0.55,1.94,-0.89,2.12,-1.33,-0.11,-0.33,-0.780000000000001,0.279999999999999,-0.22,-0.61
-2.27,-0.28,-1.38,-0.779999999999999,0.719999999999999,0.11,0.27,1.95,0.66,-0.77,0.73,-1.28,-1.88,1.27,0.549999999999999,1.22,0.609999999999999,-1.72,-2.5,-1.28,-0.23,-0.05,1.95,2.84,-1.16,0
9.16,-0.22,-0.0500000000000007,-6.38,1.78,3.28,0.0500000000000007,-1.5,-4.33,-4.5,1.28,2.5,1.11,3.33,-3.39,-1.12,3.5,-2.39,0.280000000000001,0.78,-1.89,1.39,1.89,2.39,-3.72,-0.22
1.05,-3,0.280000000000001,-3.44,2.34,0.109999999999999,-0.34,-1.95,-4.06,-1.06,1,0.5,1.72,0.720000000000001,-0.550000000000001,1.11,2,1.28,0.109999999999999,-4.55,-1.55,-1.83,-0.780000000000001,3.89,-0.780000000000001,1.16
1.06,-2.78,0.719999999999999,-4,4.67,1.78,-1.61,-1.16,-6.34,-4,3.61,0.77,3.89,2.38,-1.89,-0.16,1.84,-0.879999999999999,-0.559999999999999,-3.61,-2.06,-0.950000000000001,-1.16,2.77,-1.67,0.450000000000001
-1.28,2.66,-0.550000000000001,-3.55,-4.77,-2.44,0.5,3.44,4.22,0.61,-1,-0.17,-1.17,0.94,1,1.78,0.219999999999999,-2.16,0.109999999999999,-1.39,0.73,0,-0.67,1.11,-1.78,-1.84
5.11,-0.39,0.719999999999999,-6.73,3.28,2.17,-2.33,-0.55,-5.73,-6.78,2.05,3.22,1.61,4.67,0.84,0,3.62,-1.89,-3.61,-1.28,-6.23,1.72,1.55,3.5,-0.16,-1.16
5.5,-0.56,1.11,-7.11,3.95,3,-1.95,-0.73,-5.95,-6.44,2.61,3.78,1.84,4.05,-0.33,-0.44,3.33,-2,-3.22,-0.84,-5.11,1.39,1.89,2.39,-0.390000000000001,-0.720000000000001
4.28,0.339999999999999,-0.390000000000001,-6.28,3.06,0.880000000000001,-1.39,-0.110000000000001,-5.11,-7.16,0.889999999999999,3,-1.39,5.33,1.39,-0.17,5.16,-1.83,-4.34,-1.38,-6.11,2,1.73,2.33,-0.610000000000001,-2.84
1.56,0,-1.67,-5.28,0.61,0.44,-0.669999999999998,1.78,-3.28,-6,1.12,1.33,0.889999999999999,4.56,2.27,0.89,2.78,-1.95,-5.77,-0.72,-5.39,0.78,3.44,1.44,1.61,0
3.22,-0.55,0.77,-6.39,6.28,3.16,-1.55,-0.949999999999999,-7.33,-6.27,3.94,3.45,3.94,3.72,-1.72,-1.34,1.95,-2.5,-1.67,-1.22,-3.56,0.67,0.0600000000000005,1.95,-1.5,0.44
1.11,-1.34,1.56,-1.89,5,-0.0500000000000007,-2.22,-2.56,-7.78,-4.23,3.11,1.45,3.56,2.23,-0.450000000000003,-0.779999999999999,2.5,0.720000000000001,-1.22,-1.39,-3.45,-0.890000000000001,-1,2.28,-1.44,1
9.56,-0.89,-1.16,-7.39,-0.5,3.89,1.16,-1.89,-2.56,-3.27,-1.88,1.66,-0.940000000000001,1.83,-1.06,1.95,2.94,-1.17,0.0599999999999987,3.17,-0.28,2.28,2.33,-2.28,-5.16,-0.61
4,-0.77,0.730000000000004,-5.83,4.89,4.27,-2,-1.61,-5.61,-4.89,4,2.44,2.33,3.84,-3.06,-0.380000000000001,2.95,-3.06,-1.28,-0.23,-1.89,1.11,0.890000000000001,2.17,-2.89,-0.77
9.5,-0.67,-0.110000000000001,-6.5,1.17,3.5,0.67,-1.72,-3.83,-4.11,0.940000000000001,2.61,0.940000000000001,2.89,-3.5,-0.94,3.67,-2.05,0.719999999999999,1.44,-2.11,1.61,2.06,2,-3.56,-0.34
10.22,-0.78,-0.23,-5.89,1.89,3.33,-1.55,-2.94,-3.95,-6.27,0.890000000000001,5,-1.66,4.22,0.390000000000001,-0.56,3.61,-1.56,-2.89,0.56,-4.17,2.45,1.39,-0.109999999999999,-0.720000000000001,-1.89
5.38,0.220000000000001,-0.829999999999998,-6.22,1.12,0.67,-0.73,-1.45,-5.56,-6.5,-0.33,4.11,-0.890000000000001,5.33,0.889999999999999,-2.44,3.83,-1.94,-3.06,2.22,-2.72,2,2.12,-1.67,-3.05,-2.28
1.17,-1.72,1.55,-4,5.67,0.609999999999999,-2.05,-1.28,-7.84,-5,3.61,1.55,4.12,3.11,-0.559999999999999,-1.16,2.16,-0.110000000000001,-1.55,-1.39,-3.72,-1.11,-0.830000000000002,2.5,-1,1.11
3.34,-0.389999999999999,0.17,-5.73,2.78,1.22,-1.5,0.84,-5.06,-6.44,1.67,2,2.94,4.89,1.77,0.550000000000001,1.73,-1.95,-4.27,-1.94,-5.67,0.84,1.44,4.55,0.94,-0.67
0,1.89,0,-5.34,-5,-1.05,-0.449999999999999,3.78,-3.11,-2.72,-0.94,2.17,-2.89,2.88,1.83,0.5,10.89,-3.05,-1,1,-6.05,1.11,0.56,-5.34,4.11,-2.17
1.61,0.28,-2,-4.61,-0.550000000000001,-0.11,-0.219999999999999,1.78,-2.89,-5.11,1.39,1.66,-1.78,4.11,1,1.06,5.78,-2.78,-4.33,-0.609999999999999,-6,1.39,2.66,0.72,2.83,-1.05
5.38,-0.83,-0.379999999999999,-6.5,4,3.55,-0.450000000000003,-1.5,-5.38,-4.39,2.5,2.61,1.77,3.84,-2.78,-0.89,3.34,-2.95,-0.5,0.17,-2.11,1.17,1.17,2.39,-3.12,-0.279999999999999
-1.28,0.0600000000000001,-1.33,1.22,2.34,0.5,-0.0600000000000005,-0.89,-2.78,0.0499999999999998,0.220000000000001,0.0599999999999996,1.28,0.28,1.39,0.83,0.5,-0.33,-3.28,-2.66,-1.5,-0.28,2.45,4.27,-1.06,0.33
9.56,-1.45,-1.44,-6.44,1.83,4.67,0.0600000000000005,-2.89,-5.11,-5.34,1.94,3.33,0.33,3.06,-3,-0.940000000000001,4.73,-1.28,-0.390000000000001,1.94,-3,1.72,2,1.39,-4.56,-0.66
2.39,-1.45,1.22,-5.77,4.11,3.67,-2.44,-0.779999999999999,-6.44,-5.22,4,1.78,4.44,3.5,-2,0.11,2.22,-2.56,-1.67,-2.5,-2.66,0.0600000000000005,-0.669999999999998,2,-1.95,0.44
5.11,-0.220000000000001,-0.559999999999999,-6,-1.39,0.220000000000001,-0.66,2.22,-5.17,-4.89,-1.56,3.28,-3.33,5,2.72,-2.84,8.94,-3.22,-2.55,3.06,-5.11,1.17,2.28,-4.89,1,-1.28
6.39,-1.11,0.329999999999998,-6.39,4.94,3.73,-1.72,-1.78,-6.22,-5.78,3.44,3.89,1.94,3.83,-1.5,-0.169999999999999,2.89,-2.33,-2.55,-0.550000000000001,-4,1.5,1.44,2.33,-1.55,-0.89
0.890000000000001,-0.56,-0.719999999999999,-3.33,0.94,0.56,-1.11,1.22,-3.11,-5.56,1.72,0.659999999999999,2.61,4.39,2.44,0.56,1.5,-1.66,-5.44,-1.39,-5.44,0.11,2.05,4.22,0.77,1.44
-2.05,3.11,-0.39,-3.89,-4.11,-2.61,1.89,2.94,2.94,0.61,-2.22,0.39,-1.28,1.11,1.39,1.45,2.11,-1.11,1.56,-0.89,0.12,-0.67,-1.78,-0.28,-0.45,-1.83
