6.22,-1.33,-0.550000000000001,-5.78,4.67,4.33,-0.889999999999999,-2.05,-6.39,-5.05,3.33,3.55,2.28,3.67,-2.83,-1,3.72,-2.62,-1.5,0.0600000000000005,-3,1.73,1.78,2.44,-3.17,-0.84
1.55,-1.83,1.28,-5,4.5,2.72,-2.12,-0.720000000000001,-6.83,-4.67,3.67,0.890000000000001,4.56,2.73,-1.89,0.11,2,-1.34,-1.22,-3.05,-2.34,-0.780000000000001,-1,2.33,-2,0.56
2.22,0.34,-1.44,-5.5,-1.44,-0.39,-0.669999999999998,3.05,-4.72,-4.73,0.669999999999998,2.17,-1.5,4.56,0.890000000000001,-0.5,7.77,-2.67,-2.89,1.11,-4.94,1.11,2.44,-1.61,2.17,-1.55
2,-0.890000000000001,1.16,-5.78,6.66,2.5,-2,-0.720000000000001,-7.78,-5.78,4.34,2.5,4.45,3.39,-1.39,-1.17,1.94,-2,-1.67,-1.89,-3.33,0,-0.67,2.28,-1.72,0.66
0.390000000000001,-0.84,-0.109999999999999,0.0500000000000007,2.56,0.390000000000001,-1.17,-1.66,-4.84,-3.33,1.22,0.83,3.11,2,1.73,-0.220000000000001,1,0.109999999999999,-4.06,-1.5,-2.94,-0.44,1.28,5.33,-0.390000000000001,2.11
-2.89,1.17,-2.11,0.279999999999999,0,-1.33,0.109999999999999,0.890000000000001,1.89,1,1.56,-0.5,-1.72,0.77,-0.84,1.27,0.89,-1.33,-0.44,-2.44,-0.89,-0.44,0.83,3.06,-0.33,-0.61
10.39,-1.56,-1.22,-6.89,1.11,4.84,0.889999999999999,-3.27,-3.83,-4,0.720000000000001,2.33,-1.17,2.33,-3.11,0.44,4.34,-1.5,-0.16,2.62,-1.72,1.83,2.38,0.16,-5.45,-0.72
2.89,-0.949999999999999,1.55,-6.05,4.78,3.83,-2.78,-1,-6.17,-5,4.39,1.83,3.67,3.5,-2.39,0.33,2.22,-2.72,-1.89,-1.55,-1.83,0.5,0.23,2.05,-2.72,0.0600000000000005
-0.84,3.11,0.17,-3.89,-5.22,-2.55,1.61,2.45,3.5,0.28,-1.72,1.72,-3.55,0.66,1.72,0.83,4.83,-1.28,0.779999999999999,-0.55,-1.22,-0.22,-1.56,-2.39,0.16,-1.66
2.89,-0.78,0.170000000000002,-5.28,7.11,3.34,-1.56,-1.89,-7.44,-5.28,4.17,2.62,4.11,3.72,-2.61,-0.279999999999999,2.33,-2.66,-1.67,-1.11,-2.61,0.55,0.609999999999999,2.11,-3.28,-0.17
6.28,0,-0.559999999999999,-7.11,2.17,1.5,-1.39,-2.11,-3.89,-7.27,0.34,4.94,-1.06,5.44,1,-1.61,2.67,-1.28,-3.23,0.390000000000001,-4.39,2.45,1,0.0499999999999989,-1,-2.23
-1.22,1.17,-1.11,-3.06,-3.67,-1.22,-0.449999999999999,4.06,0.890000000000001,-1,0.109999999999999,-1.06,-0.779999999999999,1.78,0.949999999999999,1.28,1.28,-3.17,-2,-0.219999999999999,-1,0.44,1.5,1.55,0.779999999999999,-0.83
