"year","months","MaximumTemperature","MinimumTemperature","PalmerDroughtSeverityIndexPDSI","Precipitation","AverageTemperature","state"
"2019","July-September",30.22,14.33,4.47666666666667,3.27666666666667,22.5,"Ohio"
"2019","October-December",20.11,-2.39,3.28,3.16666666666667,6.31,"Ohio"
"2020","January-March",12.17,-3.89,3.35666666666667,3.82333333333333,3.04,"Ohio"
"2020","April-June",27.72,2.78,2.15666666666667,3.96333333333333,14.93,"Ohio"
"2020","July-September",31.17,11.78,-0.99,3.35,21.81,"Ohio"
"2020","October-December",17.28,-2.94,-0.37,2.97,6.94,"Ohio"
"2021","January-March",14.17,-7.89,-0.786666666666667,2.33,0.93,"Ohio"
"2021","April-June",27.67,4.28,-0.396666666666667,3.64,15.87,"Ohio"
"2021","July-September",29.33,13.22,1.27333333333333,4.58,21.96,"Ohio"
"2021","October-December",20.78,-0.61,2.30666666666667,3.33666666666667,8.33,"Ohio"
"2022","January-March",12.44,-9.44,2.66666666666667,3.32333333333333,0.35,"Ohio"
"2022","April-June",28.11,3.39,2.09333333333333,4.05666666666667,16.13,"Ohio"
"2015","January-March",17.22,-3.72,-0.423333333333333,1.6,5.67,"Oklahoma"
"2015","April-June",31.78,9.89,2.54666666666667,8.03333333333333,20.35,"Oklahoma"
"2015","July-September",33.83,18,3.95333333333333,3.31666666666667,26.3,"Oklahoma"
"2015","October-December",24.5,0.39,4.25333333333333,4.95666666666667,11.74,"Oklahoma"
"2016","January-March",20.06,-2.83,4.18333333333333,1.33,8.2,"Oklahoma"
"2016","April-June",32.67,9.33,1.21,4.39,20.52,"Oklahoma"
"2016","July-September",34.83,17.28,-0.09,3.38333333333333,26.54,"Oklahoma"
"2016","October-December",26.83,-2.94,-1.28666666666667,1.29333333333333,12.09,"Oklahoma"
"2017","January-March",20.72,-1.89,-1.78666666666667,2.41333333333333,9.56,"Oklahoma"
"2017","April-June",31.44,9.89,0.886666666666667,4.56,20.3,"Oklahoma"
"2017","July-September",34.56,16.17,1.62,4.28,25.39,"Oklahoma"
"2017","October-December",24.11,-1.72,0.01,1.61666666666667,11,"Oklahoma"
"2018","January-March",19.17,-5,-1.05666666666667,2.24,6.41,"Oklahoma"
"2018","April-June",33.44,4.33,-1.25666666666667,3.26666666666667,21.09,"Oklahoma"
"2018","July-September",35.06,17.89,0.0566666666666666,4.34333333333333,26.02,"Oklahoma"
"2018","October-December",21.28,-1.06,2.58666666666667,3.82,9.15,"Oklahoma"
"2019","January-March",14.89,-2.39,3.24666666666667,2.07,5.54,"Oklahoma"
"2019","April-June",30.39,8.72,4.25666666666667,6.87,19.78,"Oklahoma"
"2019","July-September",34.28,20.33,4.53333333333333,3.32666666666667,27.2,"Oklahoma"
"2019","October-December",21.11,-0.5,4.13333333333333,2.72666666666667,9.41,"Oklahoma"
"2020","January-March",19.22,-0.89,4.46,3.53333333333333,8.06,"Oklahoma"
"2020","April-June",32.89,7.06,3.69333333333333,3.36,19.98,"Oklahoma"
"2020","July-September",34.22,14.89,2.93666666666667,3.98,25.24,"Oklahoma"
"2020","October-December",21.83,-1.89,2.41,2.19666666666667,10.52,"Oklahoma"
"2021","January-March",19.11,-6.33,2.06666666666667,2.08,5.35,"Oklahoma"
"2021","April-June",31.33,7.17,2.14666666666667,4.69333333333333,19.39,"Oklahoma"
"2021","July-September",33.67,16.94,1.57,2.44333333333333,26.3,"Oklahoma"
"2021","October-December",25.33,2.33,-1.06,1.99333333333333,12.94,"Oklahoma"
"2022","January-March",18.44,-5.56,-2.19333333333333,1.64666666666667,5.52,"Oklahoma"
"2022","April-June",32.78,8.61,-1.93333333333333,4.21666666666667,21.28,"Oklahoma"
"2015","January-March",14.28,-1.17,-2.18333333333333,2.71666666666667,5.46,"Oregon"
"2015","April-June",27.06,-0.11,-2.85,1.38,12.56,"Oregon"
"2015","July-September",28.11,6.33,-3.62333333333333,0.656666666666667,17.87,"Oregon"
"2015","October-December",19.22,-3.22,-3.13666666666667,5.30333333333333,4.91,"Oregon"
"2016","January-March",10.17,-3.22,-1.61,4.2,3.43,"Oregon"
"2016","April-June",23.89,3,-2.04333333333333,1.46,12.56,"Oregon"
"2016","July-September",28.39,5.94,-2.74333333333333,0.456666666666667,17.07,"Oregon"
"2016","October-December",14,-7.11,1.97333333333333,5.44333333333333,4.2,"Oregon"
"2017","January-March",10.11,-7.33,2.76333333333333,5.76,1.31,"Oregon"
"2017","April-June",23.06,0.39,1.04333333333333,2.28666666666667,11.06,"Oregon"
"2017","July-September",29.78,7.83,-1.47666666666667,0.55,18.96,"Oregon"
"2017","October-December",15.17,-4.17,-1.25333333333333,3.47666666666667,4.3,"Oregon"
"2018","January-March",9.11,-4.39,-2.04,3.28333333333333,2.43,"Oregon"
"2018","April-June",22.61,1,-1.8,1.88666666666667,11.65,"Oregon"
"2018","July-September",29.72,5.61,-3.11333333333333,0.176666666666667,17.94,"Oregon"
"2018","October-December",16,-3.78,-3.67333333333333,3.12333333333333,4.52,"Oregon"
"2019","January-March",8.83,-5.67,-0.676666666666667,4.05,1,"Oregon"
"2019","April-June",22.89,2.11,1.39333333333333,2.65666666666667,11.44,"Oregon"
"2019","July-September",27.94,7,0.656666666666667,1.20333333333333,17.15,"Oregon"
"2019","October-December",13.06,-2.33,-1.32666666666667,2.1,4.06,"Oregon"
"2020","January-March",9.56,-3.56,-1.84666666666667,3.77,2.5,"Oregon"
"2020","April-June",21.44,1,-2.07666666666667,2.11666666666667,11.26,"Oregon"
"2020","July-September",28.39,8.56,-1.58666666666667,0.386666666666667,18.48,"Oregon"
"2020","October-December",18.22,-3.22,-2.33666666666667,3.31333333333333,5.15,"Oregon"
"2021","January-March",10.11,-3.44,-2.14666666666667,3.60666666666667,2.11,"Oregon"
"2021","April-June",26.78,0.33,-3.52333333333333,0.9,12.56,"Oregon"
"2021","July-September",30.78,6.78,-4.87,0.75,18.74,"Oregon"
"2021","October-December",14.61,-3.5,-3.54,4.24666666666667,4.8,"Oregon"
"2022","January-March",11.28,-3.89,-4.05,2.22333333333333,3.04,"Oregon"
"2022","April-June",21.72,-1.5,1.86333333333333,3.51,9.26,"Oregon"
"2015","January-March",5.61,-14.72,-0.87,2.38333333333333,-4.78,"Pennsylvania"
"2015","April-June",25,2.44,-0.183333333333333,4.93,15.35,"Pennsylvania"
"2015","July-September",27.39,12.83,0.296666666666667,3.74,20.35,"Pennsylvania"
"2015","October-December",16.33,1.39,-0.436666666666667,3.31333333333333,7.87,"Pennsylvania"
"2016","January-March",12.78,-8.5,-0.316666666666667,2.76333333333333,0.63,"Pennsylvania"
"2016","April-June",26.22,1.11,-1.49333333333333,3.28666666666667,14.04,"Pennsylvania"
"2016","July-September",29.33,12.28,-1.94666666666667,3.81,21.59,"Pennsylvania"
"2016","October-December",17.89,-4.39,-1.33666666666667,3.14,5.81,"Pennsylvania"
"2017","January-March",8.17,-3.83,0.47,3.33333333333333,1.43,"Pennsylvania"
"2017","April-June",25.78,5.44,0.933333333333333,4.96333333333333,15.11,"Pennsylvania"
"2017","July-September",27.56,11.39,1.82333333333333,4.01333333333333,19.74,"Pennsylvania"
"2017","October-December",19.56,-6.44,1.42666666666667,3.22666666666667,5.07,"Pennsylvania"
"2018","January-March",6.44,-10.22,1.80666666666667,3.93333333333333,-1.04,"Pennsylvania"
"2018","April-June",25.06,0.39,2.43,4.99,14.41,"Pennsylvania"
"2018","July-September",28.28,14.72,5.13,7.55666666666667,21.19,"Pennsylvania"
"2018","October-December",16.11,-2.89,7.21,4.86666666666667,4.91,"Pennsylvania"
"2019","January-March",7.11,-7.94,6.83666666666667,3.56333333333333,-0.98,"Pennsylvania"
"2019","April-June",24.94,4.06,5.98,5.62333333333333,15,"Pennsylvania"
"2019","July-September",28.89,11.89,5.35666666666667,3.82,20.72,"Pennsylvania"
"2019","October-December",18,-3.89,4.38333333333333,3.92,4.96,"Pennsylvania"
"2020","January-March",11.44,-4.22,3.71666666666667,3.55666666666667,2.22,"Pennsylvania"
"2020","April-June",26.44,1.44,0.96,3.71666666666667,13.39,"Pennsylvania"
"2020","July-September",30.33,10.39,-1.33333333333333,3.46666666666667,20.85,"Pennsylvania"
"2020","October-December",16.67,-3.83,-1.58666666666667,3.68,6.13,"Pennsylvania"
"2021","January-March",11.72,-7.22,-1.37333333333333,2.54,0.15,"Pennsylvania"
"2021","April-June",26.72,3.17,-1.77666666666667,3.53666666666667,14.65,"Pennsylvania"
"2021","July-September",28.17,12.17,1.98666666666667,6.37,20.76,"Pennsylvania"
"2021","October-December",19.28,-1.39,0.69,2.92333333333333,7.11,"Pennsylvania"
"2022","January-March",10.22,-10.39,0.12,3.2,-0.78,"Pennsylvania"
"2022","April-June",26.17,2.33,0.4,4.34333333333333,14.59,"Pennsylvania"
"2015","January-March",5.17,-13.89,-0.183333333333333,3.51,-3.89,"Rhode Island"
"2015","April-June",23.22,2.67,-1.17666666666667,2.95666666666667,14.24,"Rhode Island"
"2015","July-September",28,13.72,-1.35333333333333,3.21666666666667,21.57,"Rhode Island"
"2015","October-December",16.78,2.94,-1.65333333333333,3.94333333333333,9.04,"Rhode Island"
"2016","January-March",11.28,-5.11,-1.31666666666667,3.70666666666667,2.09,"Rhode Island"
"2016","April-June",25.33,2.28,-1.46333333333333,2.96,13.89,"Rhode Island"
"2016","July-September",28.94,13.94,-2.50666666666667,2.73333333333333,21.87,"Rhode Island"
"2016","October-December",18.11,-3.5,-0.08,4.35333333333333,7.06,"Rhode Island"
"2017","January-March",7.11,-3.67,-0.513333333333333,3.62666666666667,1.39,"Rhode Island"
"2017","April-June",24.89,5.44,1.21,5.54666666666667,14.59,"Rhode Island"
"2017","July-September",26.67,14,0.03,2.88333333333333,20.61,"Rhode Island"
"2017","October-December",20.67,-5.28,0.51,4.31333333333333,6.81,"Rhode Island"
"2018","January-March",8,-7.33,1.30333333333333,5.65666666666667,1.22,"Rhode Island"
"2018","April-June",24.17,1.56,0.193333333333333,3.47666666666667,14.02,"Rhode Island"
"2018","July-September",28.72,14.94,-0.533333333333333,4.98666666666667,22.11,"Rhode Island"
"2018","October-December",16.33,-2.78,3.08333333333333,6.94,6.11,"Rhode Island"
"2019","January-March",7.17,-6.5,3.53333333333333,4.46,0.09,"Rhode Island"
"2019","April-June",24.33,4.44,3.53666666666667,5.31,14.09,"Rhode Island"
"2019","July-September",29.33,11.78,3.26666666666667,3.44333333333333,21.11,"Rhode Island"
"2019","October-December",17.11,-3.33,3.3,5.82333333333333,6.09,"Rhode Island"
"2020","January-March",11,-2.78,-0.866666666666667,3.08666666666667,3.2,"Rhode Island"
"2020","April-June",25.72,2,-0.386666666666667,3.80333333333333,13.48,"Rhode Island"
"2020","July-September",29.06,12.28,-2.08666666666667,1.56,21.8,"Rhode Island"
"2020","October-December",17.56,-2.67,0.913333333333333,6.39,7.74,"Rhode Island"
"2021","January-March",10.61,-4.56,-0.583333333333333,2.91,1.19,"Rhode Island"
"2021","April-June",26.5,3.61,-0.376666666666667,3.64,14.89,"Rhode Island"
"2021","July-September",27.61,14.33,2.03333333333333,6.69333333333333,21.33,"Rhode Island"
"2021","October-December",19.28,-0.61,0.533333333333333,3.37333333333333,8.13,"Rhode Island"
"2022","January-March",10.28,-8.17,-0.593333333333333,4.17333333333333,0.72,"Rhode Island"
"2022","April-June",24.56,3.67,-1.07666666666667,3.13,14.57,"Rhode Island"
"2015","January-March",19.94,-1.22,0.35,3.6,8.37,"South Carolina"
"2015","April-June",33.22,12.11,-0.84,3.40666666666667,22.39,"South Carolina"
"2015","July-September",34.11,18.28,-2.15666666666667,4.51,25.93,"South Carolina"
"2015","October-December",23.33,8.83,3.86,8.70333333333333,15.52,"South Carolina"
"2016","January-March",22.67,0.33,-0.3,3.23333333333333,10.3,"South Carolina"
"2016","April-June",32.72,10.28,-0.75,3.86333333333333,21.67,"South Carolina"
"2016","July-September",35,19.56,-1,4.81666666666667,27.17,"South Carolina"
"2016","October-December",26,3.83,0.08,3.50333333333333,13.89,"South Carolina"
"2017","January-March",20.5,4.83,-0.92,2.86666666666667,12.3,"South Carolina"
"2017","April-June",30.28,13,0.833333333333333,5.03,22.11,"South Carolina"
"2017","July-September",32.89,17.44,0.00666666666666667,4.96,25.69,"South Carolina"
"2017","October-December",25.5,3.11,-0.343333333333333,2.66666666666667,13.39,"South Carolina"
"2018","January-March",19.83,-2,-1.33666666666667,2.72,10,"South Carolina"
"2018","April-June",32.72,8.33,0.456666666666667,4.8,21.85,"South Carolina"
"2018","July-September",32.22,21.11,-0.193333333333333,5.47666666666667,26.59,"South Carolina"
"2018","October-December",25.39,4,1.88,6.10333333333333,13.22,"South Carolina"
"2019","January-March",18.89,2.56,-0.62,2.86666666666667,10.7,"South Carolina"
"2019","April-June",30.94,11.06,-1.25333333333333,4.02666666666667,22.33,"South Carolina"
"2019","July-September",33.44,19.22,-2.14,3.64333333333333,26.67,"South Carolina"
"2019","October-December",26.44,4.11,-0.38,4.80666666666667,13.67,"South Carolina"
"2020","January-March",21.33,4.56,1.55333333333333,5.18333333333333,12.15,"South Carolina"
"2020","April-June",29.72,9.72,2.64,5.35,20.41,"South Carolina"
"2020","July-September",33.28,18,2.60666666666667,6.08666666666667,25.8,"South Carolina"
"2020","October-December",25.5,1.06,2.82666666666667,3.33666666666667,14.13,"South Carolina"
"2021","January-March",20.61,2.22,1.86666666666667,4.73,10.04,"South Carolina"
"2021","April-June",30.17,8.94,-0.603333333333333,3.43666666666667,20.63,"South Carolina"
"2021","July-September",31.67,17,0.943333333333333,5.40666666666667,25.31,"South Carolina"
"2021","October-December",25.28,3.39,-0.633333333333333,2.25,14.17,"South Carolina"
"2022","January-March",21.39,0.22,-1.28333333333333,3.28333333333333,10.57,"South Carolina"
"2022","April-June",32.44,9.5,-1.42,3.61666666666667,21.81,"South Carolina"
"2015","January-March",12.28,-13.89,3.47,0.283333333333333,-2.74,"South Dakota"
"2015","April-June",26.33,0.72,2.40666666666667,3.54666666666667,13.54,"South Dakota"
"2015","July-September",29.5,11.22,4.17,2.57,20.7,"South Dakota"
"2015","October-December",17.78,-8.83,3.86666666666667,1.19333333333333,3.02,"South Dakota"
"2016","January-March",11.89,-11.67,3.28,0.63,-0.91,"South Dakota"
"2016","April-June",29.39,1.06,3.09333333333333,2.69333333333333,14.39,"South Dakota"
"2016","July-September",30.33,9.78,2.32333333333333,2.44,20.44,"South Dakota"
"2016","October-December",18.11,-14.33,1.94666666666667,1.13,2.41,"South Dakota"
"2017","January-March",8.22,-13.11,0.556666666666667,0.57,-2.7,"South Dakota"
"2017","April-June",28.11,0.67,-1.05666666666667,2.08333333333333,13.74,"South Dakota"
"2017","July-September",32.78,9.11,-0.11,2.59333333333333,20.22,"South Dakota"
"2017","October-December",16.39,-11.28,0.0266666666666667,0.63,1.56,"South Dakota"
"2018","January-March",4.17,-17.83,0.0566666666666667,0.923333333333333,-6.65,"South Dakota"
"2018","April-June",27.28,-4.06,0.696666666666667,3.06333333333333,13.35,"South Dakota"
"2018","July-September",29.22,9.78,1.73,2.63,19.93,"South Dakota"
"2018","October-December",12.56,-9.11,2.68666666666667,1.13333333333333,0.33,"South Dakota"
"2019","January-March",1.39,-19.33,3.31666666666667,1.06333333333333,-8.67,"South Dakota"
"2019","April-June",26,0.5,5.55666666666667,3.72333333333333,12.02,"South Dakota"
"2019","July-September",28.67,10.67,9.10333333333333,4.33333333333333,19.89,"South Dakota"
"2019","October-December",10.5,-9.61,10.5233333333333,1.34666666666667,-0.26,"South Dakota"
"2020","January-March",8.56,-11.56,9.16333333333333,0.536666666666667,-2.96,"South Dakota"
"2020","April-June",28.44,-2.17,7.19666666666667,2.23,13.06,"South Dakota"
"2020","July-September",30.39,7.78,4.36666666666667,2.01666666666667,20.46,"South Dakota"
"2020","October-December",11.78,-8.5,-0.386666666666667,0.606666666666667,2.24,"South Dakota"
"2021","January-March",11.33,-16.5,-0.833333333333333,0.636666666666667,-3.19,"South Dakota"
"2021","April-June",30.83,-1.06,-1.98333333333333,1.64,13.87,"South Dakota"
"2021","July-September",31.56,10.22,-2.3,2.35333333333333,21.65,"South Dakota"
"2021","October-December",17.33,-10.11,0.26,1.43,3.33,"South Dakota"
"2022","January-March",7.89,-14.33,-0.76,0.31,-4.39,"South Dakota"
"2022","April-June",27.11,-2.61,0.406666666666667,2.8,12.35,"South Dakota"
"2015","January-March",15.67,-5.94,1.60666666666667,4.26,3.8,"Tennessee"
"2015","April-June",30.22,9.06,1.44,4.8,20,"Tennessee"
"2015","July-September",30.89,15.17,2.13666666666667,4.58,23.59,"Tennessee"
"2015","October-December",21.83,5.39,2.66666666666667,6.08,12.69,"Tennessee"
"2016","January-March",18.72,-3.94,-0.413333333333333,4.57,6.52,"Tennessee"
"2016","April-June",31.17,8.17,-0.98,3.66333333333333,19.5,"Tennessee"
"2016","July-September",32.33,16.33,-0.766666666666667,3.89666666666667,25.35,"Tennessee"
"2016","October-December",25.83,-0.39,-2.27666666666667,3.55,11.52,"Tennessee"
"2017","January-March",17.17,2.72,-1.65,4.13,9.06,"Tennessee"
"2017","April-June",28.72,10.67,0.896666666666667,5.64333333333333,19.76,"Tennessee"
"2017","July-September",31.28,14.33,1.91333333333333,4.85666666666667,23.3,"Tennessee"
"2017","October-December",23,-1.11,2.42333333333333,4.11,10.04,"Tennessee"
"2018","January-March",14.56,-5.06,2.23666666666667,6.31666666666667,6.22,"Tennessee"
"2018","April-June",30.61,4.89,2.97,5.56666666666667,19.57,"Tennessee"
"2018","July-September",31.28,18.67,2.75,5.02333333333333,24.72,"Tennessee"
"2018","October-December",22.11,1.39,3.77,5.47333333333333,9.65,"Tennessee"
"2019","January-March",14.56,-0.61,4.79333333333333,7.37,6.85,"Tennessee"
"2019","April-June",28.67,8.28,4.32666666666667,5.33666666666667,19.78,"Tennessee"
"2019","July-September",32.11,17.28,4.05,3.53333333333333,25.02,"Tennessee"
"2019","October-December",23.22,0.22,3.95333333333333,6.06333333333333,10.2,"Tennessee"
"2020","January-March",17.89,1.33,4.61333333333333,8.02,8.33,"Tennessee"
"2020","April-June",29.06,6.28,5,5,17.94,"Tennessee"
"2020","July-September",31.94,15.61,4.47,5.02,23.98,"Tennessee"
"2020","October-December",22,-1.67,4.08666666666667,3.87,10.33,"Tennessee"
"2021","January-March",18.44,-2,2.90666666666667,6.17333333333333,6.43,"Tennessee"
"2021","April-June",29.06,6.28,2.56333333333333,3.87,18.2,"Tennessee"
"2021","July-September",30.56,14.94,3.51333333333333,5.68333333333333,23.67,"Tennessee"
"2021","October-December",23,0.61,3.81,3.86666666666667,11.76,"Tennessee"
"2022","January-March",17.89,-3.72,3.39666666666667,6.38333333333333,6.09,"Tennessee"
"2022","April-June",31,6.94,2.44,3.92333333333333,19.5,"Tennessee"
"2015","January-March",19.67,0.72,0.91,2.41,9.7,"Texas"
"2015","April-June",32.17,12.78,4.02666666666667,5.57666666666667,22.5,"Texas"
"2015","July-September",35.61,19.39,4.05666666666667,1.57,27.72,"Texas"
"2015","October-December",27.56,3.78,4.45,4.18666666666667,15.19,"Texas"
"2016","January-March",23.5,1.11,4.02,1.62,12.22,"Texas"
"2016","April-June",32.89,11.94,4.87,4.17666666666667,22.56,"Texas"
"2016","July-September",36.33,19.28,3.42666666666667,3.2,27.5,"Texas"
"2016","October-December",28.89,3.83,-1.09,1.70333333333333,15.83,"Texas"
"2017","January-March",24.67,3.67,-1.07666666666667,1.95666666666667,14.22,"Texas"
"2017","April-June",33.5,12.33,-1.4,2.8,22.91,"Texas"
"2017","July-September",35.28,18.11,0.226666666666667,4.02333333333333,26.8,"Texas"
"2017","October-December",26.67,2.17,-1.19,1.31333333333333,14.56,"Texas"
"2018","January-March",23.83,-1.17,-1.63333333333333,1.67666666666667,11.44,"Texas"
"2018","April-June",35.44,9,-2.76,1.87333333333333,23.87,"Texas"
"2018","July-September",36,19.33,-1.98,3.67666666666667,27.35,"Texas"
"2018","October-December",23.67,3,3.84,4.01333333333333,12.89,"Texas"
"2019","January-March",19.56,1.94,3.85333333333333,1.21,10.89,"Texas"
"2019","April-June",32.67,11,4.38333333333333,4.36,22.33,"Texas"
"2019","July-September",36.83,21.06,1.05666666666667,1.71333333333333,28.56,"Texas"
"2019","October-December",25.72,2.78,-1.19666666666667,1.67,13.54,"Texas"
"2020","January-March",23.28,2.94,-1.38666666666667,2.34333333333333,12.46,"Texas"
"2020","April-June",33.83,11.11,-1.3,2.51666666666667,23.04,"Texas"
"2020","July-September",36.39,17,-2.01,2.60333333333333,27.35,"Texas"
"2020","October-December",26.61,1.28,-2.48,1.26,14.63,"Texas"
"2021","January-March",22.67,0,-2.59333333333333,1.32666666666667,10.13,"Texas"
"2021","April-June",32.89,10.67,0.0166666666666668,4.14333333333333,22.19,"Texas"
"2021","July-September",33.78,18.28,1.33,2.71666666666667,26.85,"Texas"
"2021","October-December",28.39,6.61,-1.58333333333333,1.40666666666667,16.69,"Texas"
"2022","January-March",22.44,-0.39,-3.09,1,9.7,"Texas"
"2022","April-June",35.72,12.78,-4.81333333333333,1.67333333333333,24.89,"Texas"
"2015","January-March",14.61,-5.39,-2.82333333333333,0.8,3.69,"Utah"
"2015","April-June",29.44,0.83,-2.87,1.71666666666667,13.87,"Utah"
"2015","July-September",29.56,10.61,-2.28666666666667,1.20333333333333,20.48,"Utah"
"2015","October-December",18.94,-8.5,-1.59,1.41666666666667,3.59,"Utah"
"2016","January-March",12.44,-8.28,-1.21666666666667,1.08,1.2,"Utah"
"2016","April-June",30.33,2,-1.09,1.13,14.3,"Utah"
"2016","July-September",31.56,8.5,-1.05333333333333,1.21333333333333,20.17,"Utah"
"2016","October-December",18.67,-8.22,-0.28,1.25666666666667,4.85,"Utah"
"2017","January-March",14.44,-8.28,1.19666666666667,1.96333333333333,2.17,"Utah"
"2017","April-June",29.56,0.67,-0.156666666666667,0.656666666666667,13.91,"Utah"
"2017","July-September",32,8.61,-0.463333333333333,1.29,20.61,"Utah"
"2017","October-December",17.11,-7.33,-1.63333333333333,0.366666666666667,4.91,"Utah"
"2018","January-March",10.61,-6.39,-3.03,0.993333333333333,1.52,"Utah"
"2018","April-June",29.39,1.67,-4.3,0.683333333333333,14.89,"Utah"
"2018","July-September",32.61,10.17,-5.84333333333333,0.646666666666667,21.91,"Utah"
"2018","October-December",14.5,-7.83,1.21,1.53666666666667,2.57,"Utah"
"2019","January-March",9.06,-8.11,2.34,2.14333333333333,-0.67,"Utah"
"2019","April-June",25.67,2.44,4.4,1.72333333333333,12.35,"Utah"
"2019","July-September",31.22,9.33,1.19333333333333,0.596666666666667,20.96,"Utah"
"2019","October-December",14.39,-6.56,-0.67,1.18333333333333,2.63,"Utah"
"2020","January-March",10.89,-7.22,-0.52,1.00333333333333,0.85,"Utah"
"2020","April-June",26.94,1.11,-1.69,0.61,14.04,"Utah"
"2020","July-September",33.11,8.89,-3.59666666666667,0.263333333333333,21.74,"Utah"
"2020","October-December",20.17,-9,-4.75666666666667,0.536666666666667,4.22,"Utah"
"2021","January-March",10.33,-8.11,-4.89666666666667,0.95,0.5,"Utah"
"2021","April-June",30.83,0.67,-5.75333333333333,0.44,14.89,"Utah"
"2021","July-September",32.56,9.72,-5.44,1.56,21.39,"Utah"
"2021","October-December",15.33,-5.94,-3.59,1.56666666666667,4.72,"Utah"
"2022","January-March",11.39,-8.44,-3.63666666666667,0.57,0.5,"Utah"
"2022","April-June",28.28,0.06,-4.44333333333333,0.603333333333333,13.46,"Utah"
"2015","January-March",0.78,-21.56,-0.7,1.97333333333333,-10.41,"Vermont"
"2015","April-June",22.61,-2,-0.453333333333333,4.8,11.48,"Vermont"
"2015","July-September",25.44,9.94,-0.333333333333333,3.92,18.37,"Vermont"
"2015","October-December",12.78,-2.17,-0.373333333333333,3.45333333333333,4.19,"Vermont"
"2016","January-March",6.67,-11.17,0.356666666666667,3.09666666666667,-3.26,"Vermont"
"2016","April-June",23.56,-3.56,-0.796666666666667,2.87666666666667,10.78,"Vermont"
"2016","July-September",26.28,8.72,-1.43333333333333,3.59,18.3,"Vermont"
"2016","October-December",13.83,-9.06,-1.53666666666667,3.31,2.3,"Vermont"
"2017","January-March",1.78,-10.06,0.0666666666666667,2.89,-4.09,"Vermont"
"2017","April-June",22.67,1.28,1.19666666666667,5.45666666666667,11.57,"Vermont"
"2017","July-September",24.39,9.61,0.49,3.57,17.28,"Vermont"
"2017","October-December",18.06,-12.33,-0.583333333333333,3.51666666666667,1.46,"Vermont"
"2018","January-March",2.44,-13.89,0.35,3.15666666666667,-4.78,"Vermont"
"2018","April-June",22.44,-2.72,-0.19,3.51333333333333,10.5,"Vermont"
"2018","July-September",27.61,10.33,-1.16333333333333,4.19333333333333,18.93,"Vermont"
"2018","October-December",11.06,-10,1.1,4.82666666666667,0.28,"Vermont"
"2019","January-March",2.78,-15.06,1.99333333333333,3.27333333333333,-6.7,"Vermont"
"2019","April-June",22.67,-0.39,2.97333333333333,5.62,10.46,"Vermont"
"2019","July-September",27.22,7.22,2.20333333333333,3.45333333333333,17.46,"Vermont"
"2019","October-December",14,-9.56,2.54333333333333,4.78666666666667,0.72,"Vermont"
"2020","January-March",6.17,-10.72,2.08333333333333,2.99333333333333,-3.19,"Vermont"
"2020","April-June",24.22,-1.89,0.21,3.09,10.78,"Vermont"
"2020","July-September",27.78,7.06,-1.59333333333333,3.68333333333333,18.02,"Vermont"
"2020","October-December",13.33,-6.94,-1.87666666666667,3.63666666666667,2.89,"Vermont"
"2021","January-March",6.39,-12.44,-2.18666666666667,1.97,-4.8,"Vermont"
"2021","April-June",25.33,-0.06,-2.60333333333333,3.12333333333333,12.24,"Vermont"
"2021","July-September",26,9.44,1.21666666666667,5.04,17.96,"Vermont"
"2021","October-December",15.78,-6.78,0.263333333333333,3.73333333333333,3.33,"Vermont"
"2022","January-March",4.94,-17.89,0.223333333333333,2.87666666666667,-6.09,"Vermont"
"2022","April-June",22.78,-0.78,0.1,3.81666666666667,11.74,"Vermont"
"2015","January-March",13.11,-7.78,0.0566666666666667,3,2.02,"Virginia"
"2015","April-June",28.72,6.56,0.23,4.53666666666667,18.65,"Virginia"
"2015","July-September",29.28,15.06,1.09,4.47666666666667,22.56,"Virginia"
"2015","October-December",19.5,4.61,2.04333333333333,4.57333333333333,11.3,"Virginia"
"2016","January-March",17.61,-4.89,2.01,3.23,5.06,"Virginia"
"2016","April-June",28.33,5.61,1.62,4.76666666666667,17.19,"Virginia"
"2016","July-September",30.83,16.61,0.55,4.44,24.09,"Virginia"
"2016","October-December",21.67,-1.44,-0.476666666666667,2.7,9.48,"Virginia"
"2017","January-March",14.83,-0.11,-1.20333333333333,2.66333333333333,6.67,"Virginia"
"2017","April-June",27.94,9.44,0.646666666666667,5.26,18.37,"Virginia"
"2017","July-September",30.83,13.83,-0.483333333333333,3.60666666666667,22.41,"Virginia"
"2017","October-December",22.28,-2.44,-1.25666666666667,2.32333333333333,8.8,"Virginia"
"2018","January-March",12.89,-6.28,-0.476666666666667,3.39666666666667,4.11,"Virginia"
"2018","April-June",28.39,4.44,1.63333333333333,5.88666666666667,18.33,"Virginia"
"2018","July-September",29.61,18.22,3.33333333333333,6.38666666666667,23.54,"Virginia"
"2018","October-December",20.44,-0.61,5.50333333333333,5.50666666666667,8.61,"Virginia"
"2019","January-March",12.83,-2.61,5.58,4.02,4.81,"Virginia"
"2019","April-June",27.5,7.94,4.33333333333333,4.52333333333333,18.93,"Virginia"
"2019","July-September",31,15.83,2.91,2.96,23.76,"Virginia"
"2019","October-December",21.83,-0.28,1.73,3.83,9.11,"Virginia"
"2020","January-March",16.89,-0.39,1.58,3.83,7.17,"Virginia"
"2020","April-June",27.56,5.22,2.63333333333333,5.32666666666667,16.5,"Virginia"
"2020","July-September",32.11,13.94,3.41666666666667,6.19333333333333,23.07,"Virginia"
