"year","months","MaximumTemperature","MinimumTemperature","PalmerDroughtSeverityIndexPDSI","Precipitation","AverageTemperature","state"
"2016","January-March",13.89,-7.22,3.17,1.84,2.22,"Illinois"
"2016","April-June",30.11,5.33,1.86,3.59,17.37,"Illinois"
"2016","July-September",29.39,15.61,3.22666666666667,5.69666666666667,23.35,"Illinois"
"2016","October-December",21.44,-5.67,2.75666666666667,2.12333333333333,7.57,"Illinois"
"2017","January-March",11.61,-3.94,1.68333333333333,2.14,3.78,"Illinois"
"2017","April-June",29.17,7.5,1.44333333333333,5.08,17.61,"Illinois"
"2017","July-September",30.44,13.28,-0.4,2.68,22.11,"Illinois"
"2017","October-December",20.11,-6.22,-0.906666666666667,2.7,6.26,"Illinois"
"2018","January-March",9.11,-9.67,0.64,3.36333333333333,-0.17,"Illinois"
"2018","April-June",29.5,0.72,1.20333333333333,4.17,17.48,"Illinois"
"2018","July-September",29.61,15.33,1.71666666666667,4.41666666666667,22.96,"Illinois"
"2018","October-December",18.11,-3,2.84333333333333,3.31333333333333,5.22,"Illinois"
"2019","January-March",8.22,-8.06,3.82,3.52666666666667,-0.74,"Illinois"
"2019","April-June",27.22,5.39,4.67,5.96666666666667,16.65,"Illinois"
"2019","July-September",30.83,16.17,4.21,4.03333333333333,23.3,"Illinois"
"2019","October-December",17.94,-3,4.66,3.09333333333333,5.46,"Illinois"
"2020","January-March",11.78,-4.44,4.69333333333333,3.44,2.24,"Illinois"
"2020","April-June",29.44,3.5,4.14,4.40333333333333,16.26,"Illinois"
"2020","July-September",30.67,12.56,3.29333333333333,3.59333333333333,22.17,"Illinois"
"2020","October-December",17.33,-4.28,2.21,2.54333333333333,6.69,"Illinois"
"2021","January-March",13.72,-10.67,1.76333333333333,2.70333333333333,0.06,"Illinois"
"2021","April-June",29.22,5.22,1.31666666666667,4.17,16.98,"Illinois"
"2021","July-September",30,14.11,1.8,3.67,22.91,"Illinois"
"2021","October-December",20.72,-0.78,1.98333333333333,3.13333333333333,8.37,"Illinois"
"2022","January-March",12,-10.83,1.78666666666667,2.85333333333333,-0.52,"Illinois"
"2022","April-June",29.56,4.06,1.51333333333333,3.45333333333333,17.11,"Illinois"
"2015","January-March",8.56,-12.56,2.09333333333333,2.35,-2.63,"Indiana"
"2015","April-June",26.83,5.06,2.30333333333333,5.94666666666667,17.2,"Indiana"
"2015","July-September",28.17,13.67,3.64666666666667,3.73,21.54,"Indiana"
"2015","October-December",19.39,1.78,2.66333333333333,3.81,9.02,"Indiana"
"2016","January-March",13.94,-7.06,2.31,2.86,2.35,"Indiana"
"2016","April-June",29.11,4.5,1.77666666666667,3.99333333333333,16.57,"Indiana"
"2016","July-September",29.44,14.78,2.73333333333333,5.09,23,"Indiana"
"2016","October-December",21.33,-5.33,2.51666666666667,2.51666666666667,7.46,"Indiana"
"2017","January-March",11.11,-3.11,1.89,3.02333333333333,4.02,"Indiana"
"2017","April-June",28.22,7.5,2.08333333333333,5.36666666666667,17.22,"Indiana"
"2017","July-September",29.17,12.83,2.48,3.45333333333333,21.37,"Indiana"
"2017","October-December",19.78,-6.06,2.25,3.36,6.22,"Indiana"
"2018","January-March",8.56,-9.06,2.58666666666667,3.96,0.33,"Indiana"
"2018","April-June",28.61,1.06,2.45333333333333,4.52,17.07,"Indiana"
"2018","July-September",29.33,15.44,2.78333333333333,4.7,22.59,"Indiana"
"2018","October-December",18.5,-2.28,3.83,3.49666666666667,5.76,"Indiana"
"2019","January-March",8.17,-7.22,4.39666666666667,4.04333333333333,0.09,"Indiana"
"2019","April-June",26.67,5.11,4.98666666666667,5.92,16.43,"Indiana"
"2019","July-September",30.44,15.11,4.05666666666667,3.12666666666667,22.85,"Indiana"
"2019","October-December",19.44,-2.72,3.21333333333333,3.41666666666667,5.96,"Indiana"
"2020","January-March",12.11,-3.89,3.51333333333333,4.02666666666667,2.91,"Indiana"
"2020","April-June",28.78,3.11,1.88,3.88,15.69,"Indiana"
"2020","July-September",30.61,11.89,-0.283333333333333,3.14,21.8,"Indiana"
"2020","October-December",17.83,-3.56,-0.216666666666667,3.08666666666667,6.93,"Indiana"
"2021","January-March",14.33,-9,-0.336666666666667,2.82666666666667,0.72,"Indiana"
"2021","April-June",28.33,4.5,-0.24,4.19666666666667,16.35,"Indiana"
"2021","July-September",29.78,13.78,1.46333333333333,4.30666666666667,22.44,"Indiana"
"2021","October-December",20.78,-1.17,2.62333333333333,3.82333333333333,8.3,"Indiana"
"2022","January-March",12.56,-9.39,2.62,3.42666666666667,0.33,"Indiana"
"2022","April-June",29.28,3.78,1.96333333333333,3.56,16.76,"Indiana"
"2015","January-March",10,-15.17,2.38666666666667,0.73,-4.19,"Iowa"
"2015","April-June",26.28,3.72,2.05,4.93666666666667,15.65,"Iowa"
"2015","July-September",27.78,14.17,3.59,4.99333333333333,20.98,"Iowa"
"2015","October-December",18,-3,4.59666666666667,3.51666666666667,5.93,"Iowa"
"2016","January-March",11.56,-10.89,4.86,1.25,-1,"Iowa"
"2016","April-June",29.33,4.06,3.53333333333333,3.75,16.04,"Iowa"
"2016","July-September",28.11,13.78,4.19,6.06,21.5,"Iowa"
"2016","October-December",19.06,-9.28,4.05333333333333,1.64,5.06,"Iowa"
"2017","January-March",8.22,-7.83,3.75333333333333,1.70666666666667,0.04,"Iowa"
"2017","April-June",28.67,4.94,3.30333333333333,4.03333333333333,15.69,"Iowa"
"2017","July-September",29.89,12.39,1.65666666666667,3.02666666666667,20.96,"Iowa"
"2017","October-December",17.44,-9.39,1.35333333333333,2.02,3.31,"Iowa"
"2018","January-March",6.44,-12.94,1.00333333333333,1.61333333333333,-4.17,"Iowa"
"2018","April-June",28.39,-2.22,1.16,4.59666666666667,15.44,"Iowa"
"2018","July-September",28.78,13.28,2.71666666666667,5.97,21.26,"Iowa"
"2018","October-December",14.61,-6.39,5.20666666666667,2.84666666666667,1.89,"Iowa"
"2019","January-March",4.44,-14.33,5.35,1.93666666666667,-5.72,"Iowa"
"2019","April-June",26.5,3.11,5.52,5.05,14.65,"Iowa"
"2019","July-September",29.56,14.67,4.43333333333333,4.37333333333333,21.65,"Iowa"
"2019","October-December",14,-6.56,5.2,2.51666666666667,2.35,"Iowa"
"2020","January-March",9.72,-9.17,4.39,1.58333333333333,-1.43,"Iowa"
"2020","April-June",28.72,1.28,-0.0133333333333333,3.72333333333333,15.04,"Iowa"
"2020","July-September",29.94,10.33,-1.03333333333333,2.74333333333333,20.94,"Iowa"
"2020","October-December",13.67,-7.94,-1.24333333333333,1.71,3.56,"Iowa"
"2021","January-March",11.39,-15.28,-0.856666666666667,1.60666666666667,-3.2,"Iowa"
"2021","April-June",29.83,3.28,-1.31666666666667,2.90666666666667,15.91,"Iowa"
"2021","July-September",28.94,12.06,-1.43,3.49,21.65,"Iowa"
"2021","October-December",18.67,-5.61,0.04,2.28333333333333,5.65,"Iowa"
"2022","January-March",8.67,-15.89,-0.25,1.23666666666667,-4.22,"Iowa"
"2022","April-June",28.39,0.44,-0.05,3.45,14.94,"Iowa"
"2015","January-March",16.5,-7.56,-0.626666666666667,0.563333333333333,2.61,"Kansas"
"2015","April-June",31,6.17,0.796666666666667,4.79333333333333,18.13,"Kansas"
"2015","July-September",32.67,16.28,1.95333333333333,3.15333333333333,24.5,"Kansas"
"2015","October-December",22.28,-2.72,1.74666666666667,2.41666666666667,8.76,"Kansas"
"2016","January-March",18.22,-6,1.75666666666667,0.6,4.91,"Kansas"
"2016","April-June",32.56,6.17,2.25,4.07333333333333,18.41,"Kansas"
"2016","July-September",33,14.61,2.85,4.68666666666667,24.24,"Kansas"
"2016","October-December",24.44,-8,1.90666666666667,0.866666666666667,8.37,"Kansas"
"2017","January-March",16.94,-5.39,1.25666666666667,1.53,5.37,"Kansas"
"2017","April-June",31.22,6.61,1.51666666666667,4.36666666666667,17.94,"Kansas"
"2017","July-September",33.72,13.94,0.0533333333333333,2.78,23.65,"Kansas"
"2017","October-December",21.72,-6.22,-0.463333333333333,1,7.48,"Kansas"
"2018","January-March",15.67,-8.67,-1.68666666666667,0.67,2.17,"Kansas"
"2018","April-June",32.78,0.61,-2.63666666666667,3.04333333333333,18.69,"Kansas"
"2018","July-September",32.83,15.06,-0.7,3.95,23.8,"Kansas"
"2018","October-December",18.33,-4.89,2.27,2.95333333333333,5.57,"Kansas"
"2019","January-March",10.17,-7.78,3.18666666666667,1.39,0.48,"Kansas"
"2019","April-June",29.44,5.17,4.55333333333333,5.54333333333333,17.09,"Kansas"
"2019","July-September",32.89,17.33,5.49333333333333,3.78,24.98,"Kansas"
"2019","October-December",17.83,-4,4.50333333333333,1.29666666666667,5.93,"Kansas"
"2020","January-March",15.39,-5,4.14,1.56,3.85,"Kansas"
"2020","April-June",32.89,3.22,2.98,2.73,17.8,"Kansas"
"2020","July-September",32.61,11.56,0.843333333333333,3.21666666666667,23.31,"Kansas"
"2020","October-December",18.89,-4.72,-0.886666666666667,1.11,7.52,"Kansas"
"2021","January-March",15.89,-10.39,-0.186666666666667,1.88,1.89,"Kansas"
"2021","April-June",31.28,4,0.44,3.29,17.43,"Kansas"
"2021","July-September",33.28,15,-0.476666666666667,2.7,24.83,"Kansas"
"2021","October-December",22.56,-3.28,-0.846666666666667,1.21333333333333,9.43,"Kansas"
"2022","January-March",14.78,-8.78,-1.94666666666667,0.966666666666667,1.8,"Kansas"
"2022","April-June",31.22,4,-2.29666666666667,3.27333333333333,18.26,"Kansas"
"2015","January-March",13.28,-8.89,1.26,3.85666666666667,1.3,"Kentucky"
"2015","April-June",29.22,7.33,2.27333333333333,5.47333333333333,19.06,"Kentucky"
"2015","July-September",30,14.56,3.48333333333333,5.15,22.87,"Kentucky"
"2015","October-December",20.78,4.06,3.52666666666667,4.95666666666667,11.37,"Kentucky"
"2016","January-March",17.22,-5.67,2.64666666666667,3.69,4.87,"Kentucky"
"2016","April-June",30.33,6.78,1.87,4.48,18.35,"Kentucky"
"2016","July-September",31,15.33,1.95666666666667,5.17333333333333,24.46,"Kentucky"
"2016","October-December",24.11,-2.33,-1.43666666666667,3.05333333333333,9.93,"Kentucky"
"2017","January-March",15.22,0.61,-1.51333333333333,3.61,7.22,"Kentucky"
"2017","April-June",28.5,9.94,-0.0833333333333333,5.18,18.93,"Kentucky"
"2017","July-September",30.72,13.78,1.29333333333333,4.48,22.65,"Kentucky"
"2017","October-December",21.89,-3.28,2.35333333333333,3.48333333333333,8.57,"Kentucky"
"2018","January-March",12.5,-6.72,2.3,5.54666666666667,4.2,"Kentucky"
"2018","April-June",30.06,3.67,2.62333333333333,5.16333333333333,18.89,"Kentucky"
"2018","July-September",30.67,17.72,3.09,5.71,23.98,"Kentucky"
"2018","October-December",20.94,0.17,4.72333333333333,4.82666666666667,8.39,"Kentucky"
"2019","January-March",12.33,-2.78,5.36666666666667,5.93333333333333,4.54,"Kentucky"
"2019","April-June",27.94,7.39,4.80333333333333,5.82333333333333,18.91,"Kentucky"
"2019","July-September",31.56,16,4.15333333333333,2.97333333333333,24.41,"Kentucky"
"2019","October-December",22.67,-1.17,3.93,5.71,8.76,"Kentucky"
"2020","January-March",16.33,-0.83,4.23333333333333,5.91,6.54,"Kentucky"
"2020","April-June",28.83,4.89,4.45333333333333,5.23,16.96,"Kentucky"
"2020","July-September",31.78,14.33,4.41666666666667,4.78,23.3,"Kentucky"
"2020","October-December",20.39,-2.39,4.43,3.45,9.07,"Kentucky"
"2021","January-March",17.22,-4.39,3.57333333333333,5.13666666666667,4.13,"Kentucky"
"2021","April-June",28.89,5.56,2.67,3.89,17.46,"Kentucky"
"2021","July-September",30.33,14.39,3.44,5.23666666666667,23.22,"Kentucky"
"2021","October-December",22.56,-0.44,3.67333333333333,3.53333333333333,10.63,"Kentucky"
"2022","January-March",16.44,-5.89,3.4,5.04,4.22,"Kentucky"
"2022","April-June",30.39,6,2.32,3.98333333333333,18.56,"Kentucky"
"2015","January-March",21.39,2.5,-0.3,4.91333333333333,10.96,"Louisiana"
"2015","April-June",32,16.06,1.40333333333333,7.28333333333333,23.91,"Louisiana"
"2015","July-September",34.39,19.83,-1.51,2.80666666666667,27.65,"Louisiana"
"2015","October-December",27.44,9.56,1.53666666666667,7.43333333333333,17.69,"Louisiana"
"2016","January-March",23.22,3.61,1.30666666666667,6.04,13.28,"Louisiana"
"2016","April-June",32,14.72,2.21,6.08666666666667,23.41,"Louisiana"
"2016","July-September",33.89,21.39,2.06,7.01,27.83,"Louisiana"
"2016","October-December",28.94,7.67,-1.25333333333333,3.22333333333333,17.13,"Louisiana"
"2017","January-March",23.78,8.61,-1.67666666666667,4.2,16.09,"Louisiana"
"2017","April-June",30.22,14.67,1.30333333333333,7.90333333333333,22.91,"Louisiana"
"2017","July-September",33,19.17,2.07,6.19333333333333,26.74,"Louisiana"
"2017","October-December",27.22,5.11,-1.47666666666667,3.05666666666667,15.85,"Louisiana"
"2018","January-March",22.89,0.83,-1.06,5.93333333333333,13.13,"Louisiana"
"2018","April-June",33,10.44,-1.41,3.48666666666667,23.44,"Louisiana"
"2018","July-September",34,22.28,-1.33666666666667,5.72666666666667,27.72,"Louisiana"
"2018","October-December",26.83,6.56,1.79333333333333,6.98333333333333,15.2,"Louisiana"
"2019","January-March",20.5,4.39,1.77333333333333,4.06333333333333,12.91,"Louisiana"
"2019","April-June",32.06,12.67,2.23333333333333,7.64666666666667,23.22,"Louisiana"
"2019","July-September",33.94,21.83,2.68333333333333,4.71,28.06,"Louisiana"
"2019","October-December",26.39,5.78,2.03333333333333,4.20333333333333,15.17,"Louisiana"
"2020","January-March",24.67,6.89,1.36333333333333,5.74,14.63,"Louisiana"
"2020","April-June",31.61,13.39,1.23666666666667,5.78,22.83,"Louisiana"
"2020","July-September",33.44,20.61,2.05333333333333,5.83333333333333,27.15,"Louisiana"
"2020","October-December",26.06,4.39,2.43666666666667,4.96666666666667,15.74,"Louisiana"
"2021","January-March",22.78,3.44,1.23,4.36,11.96,"Louisiana"
"2021","April-June",31.56,12.5,3.13,8.9,22.52,"Louisiana"
"2021","July-September",33.28,19.61,4.44333333333333,6.63,26.94,"Louisiana"
"2021","October-December",27.89,6.67,-0.91,2.20333333333333,17.46,"Louisiana"
"2022","January-March",22,2,-2.34666666666667,3.78333333333333,11.56,"Louisiana"
"2022","April-June",33.78,13.5,-2.35,3.73666666666667,24.3,"Louisiana"
"2015","January-March",0.56,-21,-0.596666666666667,2.23,-10.65,"Maine"
"2015","April-June",20.39,-2.67,-0.58,3.89,10.19,"Maine"
"2015","July-September",25.28,9.94,1.02,4.11,18.11,"Maine"
"2015","October-December",11.78,-3.94,1.17,4.15666666666667,2.85,"Maine"
"2016","January-March",3.67,-11.44,1.48,3.66,-4.59,"Maine"
"2016","April-June",22.22,-3.56,-0.683333333333333,2.83333333333333,10.11,"Maine"
"2016","July-September",25.5,8.78,-1.15666666666667,3.17,17.91,"Maine"
"2016","October-December",13.56,-11.33,-1.22,4.12333333333333,1.59,"Maine"
"2017","January-March",-0.06,-11.94,0.603333333333333,3.21,-5.87,"Maine"
"2017","April-June",22.22,0.33,0.643333333333333,4.50333333333333,10.69,"Maine"
"2017","July-September",24.67,9.94,-0.933333333333333,2.79,17.33,"Maine"
"2017","October-December",17.11,-13.22,0.463333333333333,4.60333333333333,0.89,"Maine"
"2018","January-March",2.83,-14.5,0.95,3.58333333333333,-5.44,"Maine"
"2018","April-June",21.78,-2.94,-0.0433333333333333,3.42,9.81,"Maine"
"2018","July-September",26.83,8.06,-1.00333333333333,3.66333333333333,18.28,"Maine"
"2018","October-December",9.67,-11.56,0.87,4.81666666666667,-0.94,"Maine"
"2019","January-March",2.22,-15.44,1.64666666666667,3.43666666666667,-7.57,"Maine"
"2019","April-June",21.78,-1.11,2.35,4.85,9.33,"Maine"
"2019","July-September",26.89,7,2.24333333333333,3.85666666666667,17.06,"Maine"
"2019","October-December",12.83,-9.61,1.84,4.52,0.46,"Maine"
"2020","January-March",4.28,-12.5,-0.116666666666667,2.87,-4.72,"Maine"
"2020","April-June",23.83,-2.28,-0.353333333333333,3.02666666666667,10.26,"Maine"
"2020","July-September",26.22,7.06,-2.06333333333333,2.55333333333333,17.65,"Maine"
"2020","October-December",12.06,-6.44,-1.91333333333333,5.09333333333333,2.39,"Maine"
"2021","January-March",4.83,-12.78,-1.74666666666667,2.25666666666667,-4.94,"Maine"
"2021","April-June",25,0,-2.49,2.73333333333333,11.94,"Maine"
"2021","July-September",25.89,9.39,0.576666666666667,4.86,17.56,"Maine"
"2021","October-December",15.06,-8.72,-0.04,3.40333333333333,2.59,"Maine"
"2022","January-March",3.39,-17.94,0.07,3.19,-6.81,"Maine"
"2022","April-June",21.94,-0.61,0.436666666666667,3.53666666666667,10.93,"Maine"
"2015","January-March",10.11,-9.28,-0.223333333333333,3.36,-0.11,"Maryland"
"2015","April-June",27.83,5.83,0.353333333333333,5.16,18.26,"Maryland"
"2015","July-September",29.56,15.94,-0.35,3.46666666666667,23.07,"Maryland"
"2015","October-December",18.94,4.44,-0.3,3.63333333333333,10.87,"Maryland"
"2016","January-March",15.78,-5.28,-0.116666666666667,2.93666666666667,4.15,"Maryland"
"2016","April-June",28.11,5.06,0.0466666666666667,4.07666666666667,16.7,"Maryland"
"2016","July-September",31.17,16.67,0.676666666666667,4.73,24.43,"Maryland"
"2016","October-December",20.94,-1.39,-1.10333333333333,2.14333333333333,9.09,"Maryland"
"2017","January-March",12.67,-0.39,-1.97666666666667,2.66333333333333,5.39,"Maryland"
"2017","April-June",28.56,9.33,-0.783333333333333,3.72666666666667,18.2,"Maryland"
"2017","July-September",30.56,14.67,0.763333333333333,5.11333333333333,22.69,"Maryland"
"2017","October-December",22.11,-3,-0.783333333333333,2.23333333333333,8.57,"Maryland"
"2018","January-March",10.44,-6,-0.17,3.30333333333333,2.94,"Maryland"
"2018","April-June",27.5,4.44,1.26,5.48666666666667,17.7,"Maryland"
"2018","July-September",30.11,18.67,3.77666666666667,7.43,24.07,"Maryland"
"2018","October-December",20,-0.56,5.67,5.32,8.44,"Maryland"
"2019","January-March",11.11,-3.67,5.22333333333333,3.64666666666667,3.28,"Maryland"
"2019","April-June",28.17,8.28,0.03,4.15333333333333,18.81,"Maryland"
"2019","July-September",31.72,15.61,-0.54,2.91333333333333,24,"Maryland"
"2019","October-December",21.06,-0.94,-1.31,3.52,8.48,"Maryland"
"2020","January-March",15.11,-0.72,-1.46333333333333,3.05,6.19,"Maryland"
"2020","April-June",28.39,5.22,0.02,3.85,16.44,"Maryland"
"2020","July-September",32.5,14.33,0.8,5.77666666666667,23.7,"Maryland"
"2020","October-December",20.5,-1.17,2.62,4.93666666666667,9.67,"Maryland"
"2021","January-March",14.78,-2.61,1.64,3.27666666666667,3.89,"Maryland"
"2021","April-June",28.5,6.33,-0.756666666666667,3.31333333333333,17.48,"Maryland"
"2021","July-September",30.78,15.22,0.48,5.42333333333333,23.7,"Maryland"
"2021","October-December",22.28,1,-0.686666666666667,1.84333333333333,10.22,"Maryland"
"2022","January-March",14.28,-5.5,-1.33,2.94,3.72,"Maryland"
"2022","April-June",28.28,5.56,-0.453333333333333,4.35333333333333,17.37,"Maryland"
"2015","January-March",4.22,-16.06,0.32,3.28666666666667,-5.61,"Massachusetts"
"2015","April-June",24.06,1.5,-1.35333333333333,3.36,13.87,"Massachusetts"
"2015","July-September",27.83,12.22,-1.27333333333333,3.43,20.8,"Massachusetts"
"2015","October-December",16,1.11,-1.49666666666667,3.72,7.52,"Massachusetts"
"2016","January-March",10.56,-6.56,-1.36333333333333,3.40333333333333,0.81,"Massachusetts"
"2016","April-June",25.56,0.83,-1.93666666666667,2.56333333333333,13.39,"Massachusetts"
"2016","July-September",29.06,12.11,-3.35333333333333,2.60333333333333,21.06,"Massachusetts"
"2016","October-December",16.89,-5.39,-3.43666666666667,3.70666666666667,5.44,"Massachusetts"
"2017","January-March",5.94,-5.39,-2.86333333333333,3.30666666666667,0,"Massachusetts"
"2017","April-June",25.06,4.33,0.89,5.24666666666667,13.96,"Massachusetts"
"2017","July-September",26.67,12.78,0.743333333333333,3.26,19.83,"Massachusetts"
"2017","October-December",20.11,-7.11,-0.19,3.79333333333333,5.26,"Massachusetts"
"2018","January-March",6.56,-9.22,0.776666666666667,4.61,-0.44,"Massachusetts"
"2018","April-June",24.33,0.22,0.23,3.69666666666667,13.31,"Massachusetts"
"2018","July-September",29.06,13.72,1.02666666666667,6.16333333333333,21.48,"Massachusetts"
"2018","October-December",15,-4.5,3.32333333333333,5.87333333333333,4.48,"Massachusetts"
"2019","January-March",6.39,-8.28,3.26666666666667,3.67333333333333,-1.46,"Massachusetts"
"2019","April-June",24.44,3.11,3.06,4.93666666666667,13.43,"Massachusetts"
"2019","July-September",29.33,10.22,2.46,3.42666666666667,20.3,"Massachusetts"
"2019","October-December",16.33,-5.44,2.50333333333333,5.54333333333333,4.5,"Massachusetts"
"2020","January-March",10.06,-4.61,-0.68,2.95333333333333,1.59,"Massachusetts"
"2020","April-June",26.22,1.06,-0.516666666666667,3.46333333333333,13.13,"Massachusetts"
"2020","July-September",29.22,10.94,-2.13666666666667,2.60333333333333,20.94,"Massachusetts"
"2020","October-December",16.61,-4,-1.92,5.11333333333333,6.33,"Massachusetts"
"2021","January-March",9.94,-6.72,-1.69666666666667,2.55666666666667,-0.24,"Massachusetts"
"2021","April-June",26.83,2.67,-1.58,3.99,14.56,"Massachusetts"
"2021","July-September",27.5,13,3.17,7.68666666666667,20.61,"Massachusetts"
"2021","October-December",18.33,-2,1.07,4.04,6.85,"Massachusetts"
"2022","January-March",9.11,-10.28,-0.613333333333333,3.61,-0.87,"Massachusetts"
"2022","April-June",24.78,2.33,-1.11666666666667,3.02333333333333,14.13,"Massachusetts"
"2015","January-March",4.06,-19.22,-0.78,1.04,-7.93,"Michigan"
"2015","April-June",23.22,-0.11,-0.836666666666667,3.55333333333333,12.39,"Michigan"
"2015","July-September",26.5,12.06,-0.466666666666667,2.90333333333333,19.15,"Michigan"
"2015","October-December",14.61,-1.28,-0.476666666666667,3.08333333333333,5.52,"Michigan"
"2016","January-March",7.44,-9,1.16333333333333,2.41666666666667,-2.28,"Michigan"
"2016","April-June",25,-0.89,0.163333333333333,2.63,12.02,"Michigan"
"2016","July-September",27.61,11.83,0.79,4.30666666666667,20.11,"Michigan"
"2016","October-December",16.06,-7.17,0.243333333333333,2.6,4.3,"Michigan"
"2017","January-March",3.94,-7.11,1.3,2.58,-1.89,"Michigan"
"2017","April-June",24.78,2.44,2.47333333333333,4.15666666666667,12.87,"Michigan"
"2017","July-September",26.5,10.28,2.09666666666667,2.60333333333333,18.57,"Michigan"
"2017","October-December",16.83,-10.11,2.88333333333333,3.75,2.2,"Michigan"
"2018","January-March",3.78,-11.06,2.78333333333333,1.94333333333333,-4.33,"Michigan"
"2018","April-June",24.72,-3.83,2.68666666666667,3.40333333333333,11.96,"Michigan"
"2018","July-September",28.06,11.17,1.71,3.54333333333333,19.76,"Michigan"
"2018","October-December",12.39,-5.11,2.73,3.16666666666667,1.74,"Michigan"
"2019","January-March",3.17,-12.72,3.13333333333333,2.34333333333333,-5.89,"Michigan"
"2019","April-June",23.33,0.39,3.93666666666667,4.17,11.26,"Michigan"
"2019","July-September",28.06,11.56,3.5,3.54666666666667,19.17,"Michigan"
"2019","October-December",13.44,-5.67,5.18,3.88333333333333,1.98,"Michigan"
"2020","January-March",6.56,-9.11,5.13333333333333,2.23333333333333,-1.91,"Michigan"
"2020","April-June",26.06,-1.17,4.49666666666667,3.38666666666667,11.74,"Michigan"
"2020","July-September",28.89,8.67,3.68666666666667,3.61333333333333,19.13,"Michigan"
"2020","October-December",11.89,-5.11,1.03,2.53666666666667,3.35,"Michigan"
"2021","January-March",9,-13.28,-0.923333333333333,1.31,-3.13,"Michigan"
"2021","April-June",26.28,1.28,-1.06333333333333,3.01333333333333,13.09,"Michigan"
"2021","July-September",27.72,10.06,1.52,3.90666666666667,19.44,"Michigan"
"2021","October-December",17.5,-5.22,1.52333333333333,2.72666666666667,4.72,"Michigan"
"2022","January-March",4.56,-14,1.37333333333333,2.11666666666667,-5.61,"Michigan"
"2022","April-June",25.22,-0.61,1.27,3.13666666666667,12.31,"Michigan"
"2015","January-March",5.56,-20.44,-1.87333333333333,0.52,-8.52,"Minnesota"
"2015","April-June",24.5,-0.11,-0.143333333333333,3.49666666666667,12.5,"Minnesota"
"2015","July-September",26.94,11.5,1.32,3.55666666666667,19.11,"Minnesota"
"2015","October-December",14.78,-7.22,1.73333333333333,2.24666666666667,2.44,"Minnesota"
"2016","January-March",7.28,-15.06,2.44,1.08,-5.15,"Minnesota"
"2016","April-June",24.83,0.11,1.72333333333333,2.94333333333333,12.74,"Minnesota"
"2016","July-September",26.56,10.67,3.48,5.33333333333333,18.91,"Minnesota"
"2016","October-December",14.28,-13.44,4.35333333333333,1.82333333333333,1.43,"Minnesota"
"2017","January-March",3.39,-13.94,4.34,0.92,-5.43,"Minnesota"
"2017","April-June",25,0.78,3.24333333333333,3.15666666666667,12.41,"Minnesota"
"2017","July-September",27.17,9.94,2.76333333333333,3.86333333333333,18.15,"Minnesota"
"2017","October-December",14,-14.89,3.35333333333333,1.49333333333333,-1.5,"Minnesota"
"2018","January-March",2.72,-19.5,2.96,0.92,-9.17,"Minnesota"
"2018","April-June",25.39,-5.72,2.11333333333333,3.21333333333333,12,"Minnesota"
"2018","July-September",27,9.61,2.35,3.91,18.54,"Minnesota"
"2018","October-December",9.22,-10.78,3.77333333333333,1.98333333333333,-2.28,"Minnesota"
"2019","January-March",0.61,-20.39,4.17333333333333,1.34333333333333,-11.39,"Minnesota"
"2019","April-June",24.44,-0.39,4.40333333333333,3.45666666666667,11.17,"Minnesota"
"2019","July-September",27.28,10.5,4.47666666666667,4.68333333333333,18.48,"Minnesota"
"2019","October-December",10,-13.22,6.48333333333333,2.40333333333333,-2.04,"Minnesota"
"2020","January-March",4.44,-16.56,2.12,0.8,-6.94,"Minnesota"
"2020","April-June",26.5,-2.33,-0.716666666666667,2.46666666666667,11.96,"Minnesota"
"2020","July-September",28.11,7.44,0.37,3.64,18.52,"Minnesota"
"2020","October-December",8.83,-11,-0.343333333333333,1.22666666666667,-0.41,"Minnesota"
"2021","January-March",8.11,-19.28,-0.376666666666667,0.77,-6.61,"Minnesota"
"2021","April-June",28.56,-0.33,-1.15333333333333,2.02,13.19,"Minnesota"
"2021","July-September",28.56,9.56,-3.72666666666667,2.92666666666667,19.65,"Minnesota"
"2021","October-December",16.17,-12.67,-2.09666666666667,2.13333333333333,1.09,"Minnesota"
"2022","January-March",2.06,-22.33,0.12,0.846666666666667,-11.07,"Minnesota"
"2022","April-June",25.56,-2.61,1.03666666666667,3.86,11.35,"Minnesota"
"2015","January-March",19.94,-0.56,-0.253333333333333,5.06333333333333,8.78,"Mississippi"
"2015","April-June",31.83,13.89,0.363333333333333,5.44,22.69,"Mississippi"
"2015","July-September",33.83,17.89,-0.693333333333333,3.04,26.52,"Mississippi"
"2015","October-December",25.94,8.06,0.976666666666667,6.64666666666667,16,"Mississippi"
"2016","January-March",22,0.61,1.03666666666667,6.61333333333333,10.89,"Mississippi"
"2016","April-June",32.67,12.17,0.09,3.98,22.2,"Mississippi"
"2016","July-September",33.72,19.44,-0.46,4.16333333333333,27.3,"Mississippi"
"2016","October-December",28.89,4.06,-1.90666666666667,2.95333333333333,14.96,"Mississippi"
"2017","January-March",22,6.28,-2.22333333333333,4.54333333333333,13.72,"Mississippi"
"2017","April-June",29.83,12.78,1,7.20333333333333,21.87,"Mississippi"
"2017","July-September",32.67,17.39,1.90333333333333,4.79666666666667,25.74,"Mississippi"
"2017","October-December",25.94,2.78,-0.596666666666667,3.1,13.72,"Mississippi"
"2018","January-March",20.44,-1.56,0.31,6.46,10.76,"Mississippi"
