"","Year","Period","State","State.ANSI","colony_added","colony_max","colony_cd_loss","colony_loss","colony_loss_pct","Disesases","Other","Pesticides","Pests.excl.Varroa.mites","Unknown","Varroa.mites","colony_reno_pct"
"586",2018,"APR THRU JUN","COLORADO",8,"12,500","27,000",NA,"3,000","11","12.7","4.2","3.6","(Z)","0.5","41.7","17"
"587",2018,"APR THRU JUN","CONNECTICUT",9,"340","3,600",NA,"120","3","0.4","0.8","0.8","0.9","0.4","11.1","5"
"588",2018,"APR THRU JUN","FLORIDA",12,"49,000","275,000",NA,"56,000","20","9.6","10.1","15.5","27.5","21.1","45.3","25"
"589",2018,"APR THRU JUN","GEORGIA",13,"35,000","137,000",NA,"18,000","13","13.8","31.4","14.8","25.9","10.1","53","12"
"590",2018,"APR THRU JUN","HAWAII",15,"330","16,500",NA,"380","2","0.4","0.8","0","91.9","0.2","88.3","19"
"591",2018,"APR THRU JUN","IDAHO",16,"14,500","94,000",NA,"6,500","7","3","4.1","18.5","3.7","4.4","51.6","31"
"592",2018,"APR THRU JUN","ILLINOIS",17,"5,000","10,500",NA,"2,300","22","6.7","9.9","6.6","7.8","2.4","13.7","28"
"593",2018,"APR THRU JUN","INDIANA",18,"4,000","9,500",NA,"1,800","19","0.4","1.3","4.5","3.5","1.1","78","8"
"594",2018,"APR THRU JUN","IOWA",19,"15,500","47,000",NA,"4,300","9","0.9","8.4","7.9","9.3","0.3","12.7","10"
"595",2018,"APR THRU JUN","KANSAS",20,"3,500","3,900",NA,"300","8","1.3","2.1","24.9","31.6","1.6","42.8","54"
"596",2018,"APR THRU JUN","KENTUCKY",21,"1,500","6,000",NA,"910","15","0.6","4.1","1","20.2","5.9","40.9","9"
"597",2018,"APR THRU JUN","LOUISIANA",22,"4,900","48,000",NA,"1,400","3","0.2","1.2","0.8","5.9","1.3","8.1","8"
"598",2018,"APR THRU JUN","MAINE",23,"430","23,000",NA,"3,100","13","0.2","0.5","1.3","0.8","(Z)","1.4","3"
"599",2018,"APR THRU JUN","MARYLAND",24,"2,400","8,000",NA,"370","5","0.8","4.4","0.3","3.4","0.4","11.8","15"
"600",2018,"APR THRU JUN","MASSACHUSETTS",25,"910","8,000",NA,"260","3","1","2","1.4","1.1","2.1","6.3","4"
"601",2018,"APR THRU JUN","MICHIGAN",26,"23,000","70,000",NA,"7,500","11","10.8","12.7","11.7","18.6","9.8","75.4","12"
"602",2018,"APR THRU JUN","MINNESOTA",27,"42,000","116,000",NA,"8,500","7","7.2","8","6","9.3","20.7","12.9","22"
"603",2018,"APR THRU JUN","MISSISSIPPI",28,"4,000","50,000",NA,"3,400","7","0","3.5","0.2","26.2","2.2","44.6","14"
"604",2018,"APR THRU JUN","MISSOURI",29,"2,100","7,000",NA,"390","6","0.8","8.3","1.5","13.2","2.6","11.8","11"
"605",2018,"APR THRU JUN","MONTANA",30,"17,000","176,000",NA,"5,500","3","3.3","0.9","1.7","4.7","1.2","42.9","13"
"606",2018,"APR THRU JUN","NEBRASKA",31,"4,000","46,000",NA,"2,100","5","1.4","9","4.2","1.4","5.5","5","2"
"607",2018,"APR THRU JUN","NEW JERSEY",34,"1,300","15,000",NA,"270","2","(Z)","3.4","0.1","3.3","0.1","16.5","1"
"608",2018,"APR THRU JUN","NEW MEXICO",35,"1,700","4,300",NA,"50","1","0.3","0.2","0","0.1","1","0.3","10"
"609",2018,"APR THRU JUN","NEW YORK",36,"11,000","42,000",NA,"2,700","6","15","16.7","6.6","20","3.7","39.6","6"
"610",2018,"APR THRU JUN","NORTH CAROLINA",37,"4,100","17,500",NA,"2,500","14","0.5","14.6","2.4","2.6","0.8","9.7","5"
"611",2018,"APR THRU JUN","NORTH DAKOTA",38,"23,000","460,000",NA,"23,000","5","4.9","4.9","4.7","7.9","4.3","34.8","14"
"612",2018,"APR THRU JUN","OHIO",39,"9,000","13,000",NA,"1,500","12","1.7","21.6","2.7","30.7","1.5","38.8","16"
"613",2018,"APR THRU JUN","OKLAHOMA",40,"10,500","15,500",NA,"1,700","11","9.6","12.4","26.7","10.9","0.1","60.2","42"
"614",2018,"APR THRU JUN","OREGON",41,"17,500","107,000",NA,"3,400","3","8.1","15.6","6.6","3.5","0.2","46.1","22"
"615",2018,"APR THRU JUN","OTHER STATES",NA,"1,750","8,670",NA,"380","4","0.9","3.5","(Z)","0.9","0.2","19.8","12"
"616",2018,"APR THRU JUN","PENNSYLVANIA",42,"6,000","19,500",NA,"1,100","6","2.2","1.6","2","16","1.9","31.3","8"
"617",2018,"APR THRU JUN","SOUTH CAROLINA",45,"2,600","14,000",NA,"1,300","9","0.7","10","1.6","3.5","3","14.2","29"
"618",2018,"APR THRU JUN","SOUTH DAKOTA",46,"12,500","169,000",NA,"17,000","10","7.3","37.5","3.8","40.4","(Z)","55.1","38"
"619",2018,"APR THRU JUN","TENNESSEE",47,"3,800","8,000",NA,"1,200","15","3","6.2","3.4","22.9","2.5","30","16"
"620",2018,"APR THRU JUN","TEXAS",48,"79,000","315,000",NA,"38,000","12","8.1","8.5","4.5","17.7","14.6","26.5","23"
"621",2018,"APR THRU JUN","UTAH",49,"9,500","26,000",NA,"1,900","7","2","1.4","1.7","3.7","1.9","43.5","16"
"622",2018,"APR THRU JUN","VERMONT",50,"2,600","6,500",NA,"520","8","0.7","1.8","16.7","1.5","0.1","21.8","2"
"623",2018,"APR THRU JUN","VIRGINIA",51,"2,600","6,000",NA,"500","8","3.2","23.1","1.3","18.8","1.5","22.7","12"
"624",2018,"APR THRU JUN","WASHINGTON",53,"15,500","122,000",NA,"7,500","6","7.6","7.1","7.6","9.4","0.6","55.9","16"
"625",2018,"APR THRU JUN","WEST VIRGINIA",54,"2,300","7,000",NA,"570","8","0.9","13.6","2.9","7.5","7.9","13.8","8"
"626",2018,"APR THRU JUN","WISCONSIN",55,"12,000","56,000",NA,"6,500","12","18.3","29.5","27.1","16.9","0.8","32.1","13"
"627",2018,"APR THRU JUN","WYOMING",56,"5,500","28,000",NA,"2,300","8","2.1","2.7","2.1","0.1","3.7","9.6","8"
"628",2018,"JAN THRU MAR","ALABAMA",1,"1,200","7,500",NA,"820","11","1.9","8.6","14.9","30.2","4.5","29.2","20"
"629",2018,"JAN THRU MAR","ARIZONA",4,"810","26,000",NA,"6,000","23","4.6","7.9","15.3","4.3","4.2","36.3","1"
"630",2018,"JAN THRU MAR","ARKANSAS",5,"540","22,000",NA,"7,500","34","1","4.6","23","9.6","13.9","21.1","4"
"631",2018,"JAN THRU MAR","CALIFORNIA",6,"205,000","1,540,000",NA,"215,000","14","4.8","8","11.5","11.3","4.9","41.3","9"
"632",2018,"JAN THRU MAR","COLORADO",8,"1,400","21,000",NA,"4,900","23","3.8","13.7","0.5","0.8","2.4","31.7","1"
"633",2018,"JAN THRU MAR","CONNECTICUT",9,"220","2,900",NA,"140","5","0","7.7","0.8","0.7","3.5","14.5","11"
"634",2018,"JAN THRU MAR","FLORIDA",12,"57,000","255,000",NA,"39,000","15","4.5","5.5","9.2","15.3","16","31.7","15"
"635",2018,"JAN THRU MAR","GEORGIA",13,"29,000","139,000",NA,"25,000","18","0.9","27.1","14.8","18.7","2.1","39.6","28"
"636",2018,"JAN THRU MAR","HAWAII",15,"1,200","17,000",NA,"1,600","9","0.1","0.1","0","84.5","(Z)","83","29"
"637",2018,"JAN THRU MAR","IDAHO",16,"2,500","168,000",NA,"22,000","13","0.8","3.4","3.4","5.7","0.4","28.3","2"
"638",2018,"JAN THRU MAR","ILLINOIS",17,"1,000","10,500",NA,"2,400","23","3.6","10.4","3.5","11.2","10.9","25.7","6"
"639",2018,"JAN THRU MAR","INDIANA",18,"300","8,000",NA,"1,000","13","3","9.9","0.5","8.3","3.7","33.4","(Z)"
"640",2018,"JAN THRU MAR","IOWA",19,"270","44,000",NA,"2,100","5","0.3","0.6","0.6","1.1","1.4","5.3","(Z)"
"641",2018,"JAN THRU MAR","KANSAS",20,"370","3,700",NA,"950","26","1","27.9","4.3","20.3","9.1","63","11"
"642",2018,"JAN THRU MAR","KENTUCKY",21,"760","5,500",NA,"1,200","22","0.9","8","11","29.6","5.9","43","(Z)"
"643",2018,"JAN THRU MAR","LOUISIANA",22,"4,100","52,000",NA,"3,600","7","0.2","4.5","0.7","0.7","1.6","4.9","1"
"644",2018,"JAN THRU MAR","MAINE",23,"20","1,900",NA,"410","22","0.2","5.2","0","0.6","7.4","23.6","2"
"645",2018,"JAN THRU MAR","MARYLAND",24,"400","8,000",NA,"1,600","20","4.4","14.3","1.5","5.6","3.1","18.2","2"
"646",2018,"JAN THRU MAR","MASSACHUSETTS",25,"240","3,700",NA,"1,000","27","0.8","9.6","0.8","1.1","7.4","19.6","8"
"647",2018,"JAN THRU MAR","MICHIGAN",26,"4,000","37,000",NA,"7,000","19","0.7","12","7.4","3.5","5.9","21.4","11"
"648",2018,"JAN THRU MAR","MINNESOTA",27,"8,000","62,000",NA,"3,900","6","1.9","1.1","0.6","0.7","1.6","2","5"
"649",2018,"JAN THRU MAR","MISSISSIPPI",28,"28,000","32,000",NA,"2,000","6","(Z)","2.4","0.6","4.8","34.4","7","17"
"650",2018,"JAN THRU MAR","MISSOURI",29,"1,400","8,000",NA,"1,400","18","0.3","26.5","3.5","77.8","23.9","86","1"
"651",2018,"JAN THRU MAR","MONTANA",30,"840","60,000",NA,"140","(Z)","(Z)","0.1","26.1","(Z)","0.1","28.9","0"
"652",2018,"JAN THRU MAR","NEBRASKA",31,"0","14,000",NA,"430","3","0","1.7","2.8","1.6","0.9","4.5","0"
"653",2018,"JAN THRU MAR","NEW JERSEY",34,"180","6,500",NA,"730","11","0","3.8","0.4","1.9","0.8","14.9","3"
"654",2018,"JAN THRU MAR","NEW MEXICO",35,"180","7,500",NA,"3,900","52","0","9.4","1.3","0.5","0.5","42.8","0"
"655",2018,"JAN THRU MAR","NEW YORK",36,"400","26,000",NA,"3,700","14","1.4","8","1.9","11.9","6","25.3","1"
"656",2018,"JAN THRU MAR","NORTH CAROLINA",37,"2,400","18,500",NA,"4,200","23","0.3","13.4","0.3","10.2","8","29.7","1"
"657",2018,"JAN THRU MAR","NORTH DAKOTA",38,"2,600","101,000",NA,"3,200","3","1.1","0.8","0","0.1","0","1.4","(Z)"
"658",2018,"JAN THRU MAR","OHIO",39,"300","14,000",NA,"4,500","32","6.5","15.8","3.2","10","11.6","39.6","4"
"659",2018,"JAN THRU MAR","OKLAHOMA",40,"890","18,000",NA,"3,700","21","3.2","3.1","0.1","8.5","2","24.1","1"
"660",2018,"JAN THRU MAR","OREGON",41,"16,500","89,000",NA,"4,800","5","1.2","3.7","6.7","0.7","1","36","4"
"661",2018,"JAN THRU MAR","OTHER STATES",NA,"160","7,020",NA,"1,870","27","0.1","1.9","0","0.4","1.1","20.7","1"
"662",2018,"JAN THRU MAR","PENNSYLVANIA",42,"1,200","15,000",NA,"3,300","22","3.3","5.9","9.3","5.6","9.9","34.4","4"
"663",2018,"JAN THRU MAR","SOUTH CAROLINA",45,"1,900","14,500",NA,"1,800","12","0.7","13.5","2.6","15.5","3","29.3","19"
"664",2018,"JAN THRU MAR","SOUTH DAKOTA",46,"250","29,000",NA,"390","1","(Z)","0.5","(Z)","0.1","0.1","4.4","(Z)"
"665",2018,"JAN THRU MAR","TENNESSEE",47,"540","10,000",NA,"3,400","34","2.3","13.2","3","20.4","19.7","29.2","5"
"666",2018,"JAN THRU MAR","TEXAS",48,"124,000","290,000",NA,"32,000","11","4.8","1.7","0.2","10.1","10.3","21.5","14"
"667",2018,"JAN THRU MAR","UTAH",49,"490","17,000",NA,"620","4","0.1","0.1","0","0","0.5","18.7","(Z)"
"668",2018,"JAN THRU MAR","VERMONT",50,"20","5,500",NA,"810","15","0.3","2","0.6","1.2","0.8","17","0"
"669",2018,"JAN THRU MAR","VIRGINIA",51,"540","7,000",NA,"2,100","30","0.3","7.7","3.9","11.3","16.3","26","2"
"670",2018,"JAN THRU MAR","WASHINGTON",53,"7,000","90,000",NA,"4,600","5","1","0.4","1.9","0.9","0.4","8.5","1"
"671",2018,"JAN THRU MAR","WEST VIRGINIA",54,"330","8,500",NA,"2,500","29","2","20.8","3.4","8","4.9","15","1"
"672",2018,"JAN THRU MAR","WISCONSIN",55,"2,800","29,000",NA,"4,600","16","1.2","3.6","1.5","3.7","3.7","14.1","6"
"673",2018,"JAN THRU MAR","WYOMING",56,"70","9,000",NA,"220","2","0.1","1.9","0","0.3","0.9","0.8","0"
"674",2018,"JUL THRU SEP","ALABAMA",1,"1,600","8,500",NA,"1,700","20","0.7","7.8","14.6","69.4","6.8","77.5","15"
"675",2018,"JUL THRU SEP","ARIZONA",4,"3,200","31,000",NA,"8,000","26","4.5","15","3.8","2.3","27.6","52.5","10"
"676",2018,"JUL THRU SEP","ARKANSAS",5,"2,600","29,000",NA,"2,300","8","0.1","0.5","17.6","7.8","0.6","29.9","3"
"677",2018,"JUL THRU SEP","CALIFORNIA",6,"63,000","700,000",NA,"73,000","10","4.5","12","17.8","6.6","3.6","57.3","20"
"678",2018,"JUL THRU SEP","COLORADO",8,"1,500","35,000",NA,"5,000","14","5.6","8.5","2.9","16.6","4.5","72.6","14"
"679",2018,"JUL THRU SEP","CONNECTICUT",9,"80","3,200",NA,"130","4","0","2.5","1.4","0","1.2","13","10"
"680",2018,"JUL THRU SEP","FLORIDA",12,"53,000","220,000",NA,"30,000","14","4.2","14.3","7.6","20.5","9.8","35","18"
"681",2018,"JUL THRU SEP","GEORGIA",13,"27,000","138,000",NA,"17,000","12","2.4","6","27.7","20.4","7.2","49.8","24"
"682",2018,"JUL THRU SEP","HAWAII",15,"1,700","16,500",NA,"1,800","11","0.1","0.1","0.1","89.4","0","88.3","18"
"683",2018,"JUL THRU SEP","IDAHO",16,"15,000","101,000",NA,"14,000","14","14.6","13.8","26.5","5.4","5.7","83.6","21"
"684",2018,"JUL THRU SEP","ILLINOIS",17,"700","11,000",NA,"660","6","2.1","1.5","5.1","10.6","7","21.2","4"
"685",2018,"JUL THRU SEP","INDIANA",18,"520","11,500",NA,"990","9","1.4","5","20.6","12.2","0.5","29.5","10"
"686",2018,"JUL THRU SEP","IOWA",19,"1,200","57,000",NA,"3,600","6","8.5","1.9","0.4","9.8","0.4","29.9","2"
"687",2018,"JUL THRU SEP","KANSAS",20,"300","6,000",NA,"950","16","6.6","23.7","8","51.1","7.9","76.8","3"
"688",2018,"JUL THRU SEP","KENTUCKY",21,"300","7,000",NA,"840","12","1.6","4.5","1.5","26.5","7.6","47.1","9"
"689",2018,"JUL THRU SEP","LOUISIANA",22,"1,600","53,000",NA,"1,900","4","0.2","1","1.7","29.9","1.6","31.3","4"
"690",2018,"JUL THRU SEP","MAINE",23,"60","12,500",NA,"890","7","1.1","3.5","0","1","0.5","37","1"
"691",2018,"JUL THRU SEP","MARYLAND",24,"580","7,500",NA,"360","5","0.3","1.1","0.6","6","3.8","11.7","9"
"692",2018,"JUL THRU SEP","MASSACHUSETTS",25,"850","10,000",NA,"2,200","22","10.7","1.1","10.1","11.2","10.3","75.9","7"
"693",2018,"JUL THRU SEP","MICHIGAN",26,"3,000","88,000",NA,"8,000","9","1.1","19.5","23.8","13.8","18.6","92.4","25"
"694",2018,"JUL THRU SEP","MINNESOTA",27,"1,600","127,000",NA,"29,000","23","6","9.3","28.4","12.4","8.1","44.5","5"
"695",2018,"JUL THRU SEP","MISSISSIPPI",28,"110","16,500",NA,"2,900","18","(Z)","7.5","0.5","8.6","7.2","25.2","4"
"696",2018,"JUL THRU SEP","MISSOURI",29,"260","10,000",NA,"540","5","1.2","7.5","1.2","16.9","1.1","18.2","4"
"697",2018,"JUL THRU SEP","MONTANA",30,"3,100","153,000",NA,"18,500","12","18","21.8","6.8","18.5","2.7","43.8","14"
"698",2018,"JUL THRU SEP","NEBRASKA",31,"8,500","54,000",NA,"6,500","12","5.9","4.3","6.5","3.2","4","24.1","9"
"699",2018,"JUL THRU SEP","NEW JERSEY",34,"250","14,000",NA,"320","2","0.2","1","0.1","5.1","0.4","12.3","2"
"700",2018,"JUL THRU SEP","NEW MEXICO",35,"3,800","7,000",NA,"1,200","17","0","0.4","12.3","0","0.2","0","14"
"701",2018,"JUL THRU SEP","NEW YORK",36,"3,600","56,000",NA,"3,900","7","18.6","22.9","24.4","20.6","10.2","40.7","7"
"702",2018,"JUL THRU SEP","NORTH CAROLINA",37,"2,600","18,000",NA,"2,200","12","11.4","11.4","8.4","17.9","3.1","66","11"
"703",2018,"JUL THRU SEP","NORTH DAKOTA",38,"23,000","490,000",NA,"59,000","12","9.6","10.9","10.4","11.5","1.2","52.6","3"
"704",2018,"JUL THRU SEP","OHIO",39,"1,300","16,000",NA,"1,300","8","2.6","11.9","1.3","40.9","1.2","58.9","13"
"705",2018,"JUL THRU SEP","OKLAHOMA",40,"20","2,100",NA,"370","18","0.1","17.2","23.5","51.1","23.4","59.6","(Z)"
"706",2018,"JUL THRU SEP","OREGON",41,"3,000","117,000",NA,"13,000","11","7","10.7","45.1","2.8","0.8","57.2","42"
"707",2018,"JUL THRU SEP","OTHER STATES",NA,"480","9,990",NA,"890","9","1.3","4.9","2.9","2.4","0.7","22.8","4"
"708",2018,"JUL THRU SEP","PENNSYLVANIA",42,"2,900","21,000",NA,"860","4","1.9","1.7","1.6","8.1","2.6","23.5","11"
"709",2018,"JUL THRU SEP","SOUTH CAROLINA",45,"670","11,500",NA,"1,400","12","0.7","7.6","32.4","53.4","0.9","76.8","10"
"710",2018,"JUL THRU SEP","SOUTH DAKOTA",46,"8,000","197,000",NA,"22,000","11","3.3","45","8.5","32.9","1.6","54.7","3"
"711",2018,"JUL THRU SEP","TENNESSEE",47,"540","9,000",NA,"900","10","0.7","5.6","13.2","53.2","2.1","70.6","11"
"712",2018,"JUL THRU SEP","TEXAS",48,"7,500","124,000",NA,"7,500","6","0.4","2.8","6.2","4.4","0.9","18.8","8"
"713",2018,"JUL THRU SEP","UTAH",49,"970","30,000",NA,"4,400","15","0.1","1","0.2","15.5","0.7","34","5"
"714",2018,"JUL THRU SEP","VERMONT",50,"1,200","7,000",NA,"90","1","4.3","0.3","24.1","4.9","0","29.3","1"
"715",2018,"JUL THRU SEP","VIRGINIA",51,"1,000","7,500",NA,"610","8","2.6","11.6","7.7","28.5","1.7","39","13"
"716",2018,"JUL THRU SEP","WASHINGTON",53,"7,000","84,000",NA,"12,000","14","0.6","9.9","2.7","0.6","2.8","7.1","4"
"717",2018,"JUL THRU SEP","WEST VIRGINIA",54,"170","8,000",NA,"520","7","0.3","6.8","0.3","52.6","2.1","57","15"
"718",2018,"JUL THRU SEP","WISCONSIN",55,"2,400","69,000",NA,"10,000","14","2.6","6.1","19.5","32.7","4.3","54.4","6"
"719",2018,"JUL THRU SEP","WYOMING",56,"1,800","34,000",NA,"3,900","11","2.2","3.3","9","2.8","4","35.4","11"
"720",2018,"OCT THRU DEC","ALABAMA",1,"210","6,500",NA,"830","13","1.3","3.4","1.5","20.5","7.5","20.6","20"
"721",2018,"OCT THRU DEC","ARIZONA",4,"2,200","27,000",NA,"5,000","19","3.1","7.1","(Z)","8.3","3","20.6","1"
"722",2018,"OCT THRU DEC","ARKANSAS",5,"110","31,000",NA,"6,000","19","0","5.3","73.5","7.1","2.2","82.8","1"
"723",2018,"OCT THRU DEC","CALIFORNIA",6,"86,000","1,200,000",NA,"170,000","14","9.8","9.3","11.6","16.6","7.1","44.1","4"
"724",2018,"OCT THRU DEC","COLORADO",8,"370","30,000",NA,"3,500","12","1","6.1","(Z)","5.9","1.2","73.2","(Z)"
"725",2018,"OCT THRU DEC","CONNECTICUT",9,"0","3,500",NA,"220","6","2.3","4.2","0.9","3.6","2.3","12.5","2"
"726",2018,"OCT THRU DEC","FLORIDA",12,"53,000","290,000",NA,"43,000","15","9","8","14.1","22.4","6.7","46.7","7"
"727",2018,"OCT THRU DEC","GEORGIA",13,"6,500","164,000",NA,"19,500","12","9.2","5.6","6.9","17.4","7.8","41.4","30"
"728",2018,"OCT THRU DEC","HAWAII",15,"1,700","16,000",NA,"940","6","(Z)","0.1","0","83.3","0","70.5","38"
"729",2018,"OCT THRU DEC","IDAHO",16,"9,000","159,000",NA,"15,000","9","9.6","7","15.9","47.4","4.5","64.9","1"
"730",2018,"OCT THRU DEC","ILLINOIS",17,"600","12,000",NA,"1,400","12","2.4","6.9","2.8","13.1","5.7","27.2","3"
"731",2018,"OCT THRU DEC","INDIANA",18,"40","9,000",NA,"3,300","37","23.8","35.4","64.6","21.3","2.3","51.3","13"
"732",2018,"OCT THRU DEC","IOWA",19,"630","21,000",NA,"4,200","20","8.9","29.4","31.6","27.2","5.6","55.1","(Z)"
"733",2018,"OCT THRU DEC","KANSAS",20,"420","5,500",NA,"1,000","18","26","1.6","43.7","31.3","26.4","62","(Z)"
"734",2018,"OCT THRU DEC","KENTUCKY",21,"60","7,000",NA,"2,000","29","1.2","5.5","6.8","41.9","4.3","57.1","6"
"735",2018,"OCT THRU DEC","LOUISIANA",22,"130","52,000",NA,"2,600","5","0.3","1","5.9","6.7","1.7","16.6","(Z)"
"736",2018,"OCT THRU DEC","MAINE",23,"210","12,000",NA,"1,400","12","(Z)","1.2","0","5.1","0.1","9.3","7"
"737",2018,"OCT THRU DEC","MARYLAND",24,"60","9,000",NA,"690","8","0.3","4.9","1.2","5.3","1.7","16.6","1"
"738",2018,"OCT THRU DEC","MASSACHUSETTS",25,"110","4,900",NA,"650","13","8.1","3.4","9.4","9.2","5.3","33.2","7"
"739",2018,"OCT THRU DEC","MICHIGAN",26,"3,900","77,000",NA,"6,000","8","15.6","2.4","15.1","31.2","6.6","52","2"
"740",2018,"OCT THRU DEC","MINNESOTA",27,"2,500","86,000",NA,"11,500","13","4.2","3.8","7.9","5.2","2.4","28.4","1"
"741",2018,"OCT THRU DEC","MISSISSIPPI",28,"330","25,000",NA,"2,000","8","0.2","3","0.5","6.7","4.5","26.5","(Z)"
"742",2018,"OCT THRU DEC","MISSOURI",29,"170","10,000",NA,"880","9","1.1","1.9","2.3","10","4.1","37","2"
"743",2018,"OCT THRU DEC","MONTANA",30,"3,100","102,000",NA,"5,500","5","5.6","2.9","17.5","13","(Z)","40.7","(Z)"
"744",2018,"OCT THRU DEC","NEBRASKA",31,"7,000","45,000",NA,"5,000","11","0.7","2.9","0.3","0.7","1","3","2"
"745",2018,"OCT THRU DEC","NEW JERSEY",34,"30","15,500",NA,"1,300","8","0.1","5.4","0","3.2","0.3","14","1"
"746",2018,"OCT THRU DEC","NEW MEXICO",35,"50","8,000",NA,"3,000","38","3.7","8","0.1","0.8","1.2","81.3","0"
"747",2018,"OCT THRU DEC","NEW YORK",36,"1,000","53,000",NA,"4,400","8","7.8","7.8","2.4","4.5","0.7","26","3"
"748",2018,"OCT THRU DEC","NORTH CAROLINA",37,"250","16,000",NA,"2,700","17","3.8","11.1","2","10.4","5.2","53","2"
"749",2018,"OCT THRU DEC","NORTH DAKOTA",38,"7,500","435,000",NA,"29,000","7","8.1","4.3","10.6","9.4","4.6","29.5","(Z)"
"750",2018,"OCT THRU DEC","OHIO",39,"170","15,500",NA,"2,100","14","0.1","2.4","8.1","5.8","9.9","29.3","3"
"751",2018,"OCT THRU DEC","OKLAHOMA",40,"60","57,000",NA,"2,500","4","(Z)","(Z)","0","0.4","0.3","13.1","(Z)"
"752",2018,"OCT THRU DEC","OREGON",41,"10,500","101,000",NA,"13,000","13","16","0.9","14.8","4.6","0.2","44.1","12"
"753",2018,"OCT THRU DEC","OTHER STATES",NA,"20","8,670",NA,"1,150","13","0.2","1.5","5.4","0.2","5.4","12.7","6"
"754",2018,"OCT THRU DEC","PENNSYLVANIA",42,"270","21,000",NA,"4,000","19","6.7","7.8","13","10.7","5.4","26.9","7"
"755",2018,"OCT THRU DEC","SOUTH CAROLINA",45,"770","12,500",NA,"1,500","12","0.3","1.3","1.4","16.1","5.5","32.2","6"
"756",2018,"OCT THRU DEC","SOUTH DAKOTA",46,"2,000","140,000",NA,"21,000","15","7","2.1","1.6","1.3","2.5","12.8","(Z)"
"757",2018,"OCT THRU DEC","TENNESSEE",47,"30","8,500",NA,"1,900","22","1.9","9.1","11.4","20.8","5.1","49.8","4"
"758",2018,"OCT THRU DEC","TEXAS",48,"11,000","260,000",NA,"17,000","7","5.5","6.2","3","18.5","3.7","18.6","(Z)"
"759",2018,"OCT THRU DEC","UTAH",49,"180","27,000",NA,"3,400","13","5.5","6.5","8","9.8","4.9","48","1"
"760",2018,"OCT THRU DEC","VERMONT",50,"10","6,500",NA,"170","3","0","0.8","0","1.3","0.7","6.2","(Z)"
"761",2018,"OCT THRU DEC","VIRGINIA",51,"80","7,000",NA,"1,100","16","12.1","5.8","13.1","38.4","2.8","57.1","19"
"762",2018,"OCT THRU DEC","WASHINGTON",53,"5,500","81,000",NA,"11,000","14","11.7","3.3","4.9","0.5","1.3","34.5","2"
"763",2018,"OCT THRU DEC","WEST VIRGINIA",54,"50","7,000",NA,"1,200","17","0.6","4.2","7.2","15.2","6.8","29.5","1"
"764",2018,"OCT THRU DEC","WISCONSIN",55,"1,600","48,000",NA,"8,500","18","1.5","7.6","24.5","28.3","5.2","29.9","1"
"765",2018,"OCT THRU DEC","WYOMING",56,"220","32,000",NA,"2,700","8","2.6","1","6.8","7.9","1.4","43.9","0"
"766",2017,"APR THRU JUN","ALABAMA",1,"1,200","6,500",NA,"440","7","0","9.4","4.2","13.6","5.3","17.9","8"
"767",2017,"APR THRU JUN","ARIZONA",4,"12,500","22,000",NA,"2,600","12","19.7","20.4","12.4","15.9","0.7","58.4","14"
"768",2017,"APR THRU JUN","ARKANSAS",5,"6,000","24,000",NA,"1,900","8","1.9","2.7","3.9","9.6","2.5","19.4","5"
"769",2017,"APR THRU JUN","CALIFORNIA",6,"160,000","990,000",NA,"90,000","9","3.1","4.8","13","7.7","3.4","38","22"
"770",2017,"APR THRU JUN","COLORADO",8,"8,000","31,000",NA,"4,500","15","5.3","4.6","3.2","0.8","0.1","31.3","24"
"771",2017,"APR THRU JUN","CONNECTICUT",9,"2,200","3,000",NA,"140","5","0","1.9","0.5","0.2","0.7","9.1","12"
"772",2017,"APR THRU JUN","FLORIDA",12,"40,000","255,000",NA,"35,000","14","6.1","6.5","9","14.4","18.9","36.5","20"
"773",2017,"APR THRU JUN","GEORGIA",13,"21,000","137,000",NA,"12,500","9","1","6.5","6.6","5.8","2.8","34.1","23"
"774",2017,"APR THRU JUN","HAWAII",15,"3,000","12,000",NA,"70","1","(Z)","0.4","0","3.7","0","88.9","8"
"775",2017,"APR THRU JUN","IDAHO",16,"22,000","78,000",NA,"10,500","13","4","7.8","8.3","6.4","4.8","30.5","40"
"776",2017,"APR THRU JUN","ILLINOIS",17,"3,600","12,000",NA,"1,200","10","0.7","5.6","3","4.3","1.5","11.3","13"
"777",2017,"APR THRU JUN","INDIANA",18,"3,000","11,000",NA,"1,200","11","0.1","8.6","43.3","2.1","1.2","5.5","5"
"778",2017,"APR THRU JUN","IOWA",19,"23,000","23,000",NA,"2,400","10","7.5","8.1","26.6","27.6","0.9","39.3","17"
"779",2017,"APR THRU JUN","KANSAS",20,"2,500","6,000",NA,"390","7","0.7","1.7","22.6","8.5","6.4","17.3","15"
"780",2017,"APR THRU JUN","KENTUCKY",21,"3,100","7,500",NA,"900","12","1","4.3","4.5","11.6","4.9","25.7","8"
"781",2017,"APR THRU JUN","LOUISIANA",22,"4,100","62,000",NA,"2,600","4","0","1.5","1.6","3.1","0.7","23.2","13"
"782",2017,"APR THRU JUN","MAINE",23,"1,100","33,000",NA,"910","3","4.1","2","4.3","4.3","14.8","4.4","4"
"783",2017,"APR THRU JUN","MARYLAND",24,"3,400","9,500",NA,"190","2","0.8","2.1","0.3","6.9","1.1","3.3","10"
