"","Year","Period","State","State.ANSI","colony_added","colony_max","colony_cd_loss","colony_loss","colony_loss_pct","Disesases","Other","Pesticides","Pests.excl.Varroa.mites","Unknown","Varroa.mites","colony_reno_pct"
"185",2021,"JUL THRU SEP","ALABAMA",1,"950","9,500","170","1,400","15","0.9","16.3","11","25.9","1.9","37.4","3"
"186",2021,"JUL THRU SEP","ARIZONA",4,"2,000","31,000","2,700","6,500","21","0.7","5.4","6.6","1.5","10.6","20.3","7"
"187",2021,"JUL THRU SEP","ARKANSAS",5,"2,400","20,000","300","1,800","9","3.2","5.8","30.6","32.9","4.9","42.3","9"
"188",2021,"JUL THRU SEP","CALIFORNIA",6,"47,000","680,000","10,500","25,000","4","14.2","11","13","16.5","5","39.6","8"
"189",2021,"JUL THRU SEP","COLORADO",8,"1,500","22,000","350","1,700","8","2.9","6.4","0","(Z)","0.8","7.8","3"
"190",2021,"JUL THRU SEP","CONNECTICUT",9,"140","4,200","30","120","3","0.7","2.4","3.9","0.8","5.9","16.4","4"
"191",2021,"JUL THRU SEP","FLORIDA",12,"34,000","255,000","10,000","39,000","15","7.1","11.4","14.1","20.5","8.7","43.4","11"
"192",2021,"JUL THRU SEP","GEORGIA",13,"28,000","123,000","6,500","22,000","18","4.8","13.4","12","32.2","7.6","63.9","28"
"193",2021,"JUL THRU SEP","HAWAII",15,"100","21,000","0","1,100","5","(Z)","0","18","19","0.9","29.6","2"
"194",2021,"JUL THRU SEP","IDAHO",16,"7,000","135,000","1,000","3,500","3","2.6","7","7","1.8","1.5","55.2","2"
"195",2021,"JUL THRU SEP","ILLINOIS",17,"640","14,500","170","680","5","1.4","4.4","3.3","9.5","5.7","37.7","8"
"196",2021,"JUL THRU SEP","INDIANA",18,"770","16,500","40","1,700","10","5.2","1.9","17.4","23.7","2.3","39.3","8"
"197",2021,"JUL THRU SEP","IOWA",19,"1,000","54,000","60","4,500","8","2.8","(Z)","5.9","1.6","2.2","7.5","(Z)"
"198",2021,"JUL THRU SEP","KANSAS",20,"500","9,000","450","1,600","18","10.1","17.7","14.9","31.1","14.7","66.8","14"
"199",2021,"JUL THRU SEP","KENTUCKY",21,"900","10,500","150","1,100","10","0.6","1.2","(Z)","18.2","11","39.4","7"
"200",2021,"JUL THRU SEP","LOUISIANA",22,"1,300","31,000","1,400","2,300","7","0","0.6","0","2.3","6","8","9"
"201",2021,"JUL THRU SEP","MAINE",23,"380","10,000","50","1,400","14","(Z)","17","5","0","0","18.7","2"
"202",2021,"JUL THRU SEP","MARYLAND",24,"300","6,000","320","490","8","(Z)","0.7","0.5","13.6","1.5","20","3"
"203",2021,"JUL THRU SEP","MASSACHUSETTS",25,"1,700","13,000","20","1,100","8","0.6","0.5","1.5","8.7","4.5","23","9"
"204",2021,"JUL THRU SEP","MICHIGAN",26,"7,500","120,000","2,800","8,500","7","(Z)","2.7","17","4.2","0.8","63.5","4"
"205",2021,"JUL THRU SEP","MINNESOTA",27,"5,000","106,000","2,300","7,000","7","(Z)","2.3","10.5","1.1","1.8","27.5","1"
"206",2021,"JUL THRU SEP","MISSISSIPPI",28,"770","18,500","460","1,900","10","1.3","3","(Z)","1.1","7.8","25.3","2"
"207",2021,"JUL THRU SEP","MISSOURI",29,"420","7,000","50","480","7","(Z)","2.1","1.3","14.4","8.7","24","13"
"208",2021,"JUL THRU SEP","MONTANA",30,"870","114,000","670","6,000","5","1.2","14.8","(Z)","1.5","0.5","19.5","7"
"209",2021,"JUL THRU SEP","NEBRASKA",31,"1,200","49,000","480","6,000","12","(Z)","3.2","1.8","(Z)","1.8","13.7","4"
"210",2021,"JUL THRU SEP","NEW JERSEY",34,"390","19,500","40","400","2","(Z)","0.7","1.8","4.9","1.9","10.7","2"
"211",2021,"JUL THRU SEP","NEW MEXICO",35,"40","5,500","10","30","1","1.1","0","0","4.4","0","22.5","2"
"212",2021,"JUL THRU SEP","NEW YORK",36,"2,200","67,000","2,200","5,500","8","3","11.8","5.6","14.1","11.2","37.7","7"
"213",2021,"JUL THRU SEP","NORTH CAROLINA",37,"3,800","25,000","730","3,000","12","0.9","6.6","(Z)","10.4","1","29.3","9"
"214",2021,"JUL THRU SEP","NORTH DAKOTA",38,"7,500","580,000","1,800","67,000","12","2.2","7","4.1","6.1","5.5","31.7","3"
"215",2021,"JUL THRU SEP","OHIO",39,"1,300","21,000","450","1,700","8","0.7","8.2","23","49.9","4.1","78.7","20"
"216",2021,"JUL THRU SEP","OKLAHOMA",40,"340","3,300","80","260","8","0.5","6.2","(Z)","9.4","1.4","14.5","1"
"217",2021,"JUL THRU SEP","OREGON",41,"9,000","132,000","4,100","14,000","11","3.4","9.6","10.9","8.4","1.3","39.4","10"
"218",2021,"JUL THRU SEP","OTHER STATES",NA,"210","10,990",NA,"530","5","(Z)","4.6","11","10.9","2.2","31.7","13"
"219",2021,"JUL THRU SEP","PENNSYLVANIA",42,"740","28,000","350","1,600","6","1","4.2","2.6","15.3","3.8","40.5","4"
"220",2021,"JUL THRU SEP","SOUTH CAROLINA",45,"2,500","20,000","90","2,200","11","2.8","4.3","1.3","5.3","3.2","15.8","2"
"221",2021,"JUL THRU SEP","SOUTH DAKOTA",46,"7,000","235,000","470","29,000","12","1.1","14.1","3.9","4.6","1.3","18.3","1"
"222",2021,"JUL THRU SEP","TENNESSEE",47,"850","15,500","230","1,100","7","(Z)","1.8","0.7","11.6","(Z)","16","5"
"223",2021,"JUL THRU SEP","TEXAS",48,"3,100","144,000","18,500","4,000","3","0.5","4.4","4.4","6","0.5","20.2","4"
"224",2021,"JUL THRU SEP","UTAH",49,"2,200","37,000","340","2,900","8","(Z)","1.9","3.9","(Z)","0.5","40","5"
"225",2021,"JUL THRU SEP","VERMONT",50,"310","7,000","0","10","(Z)","1.5","1.6","0","3","0.6","25.4","1"
"226",2021,"JUL THRU SEP","VIRGINIA",51,"530","10,500","330","890","8","0.9","4.6","0.8","12.1","1.9","19.2","7"
"227",2021,"JUL THRU SEP","WASHINGTON",53,"4,300","79,000","1,500","4,900","6","4.9","12.7","2.3","2.2","1.6","34.3","20"
"228",2021,"JUL THRU SEP","WEST VIRGINIA",54,"320","8,000","180","570","7","10.2","2.8","9.9","15.1","1.2","24.7","3"
"229",2021,"JUL THRU SEP","WISCONSIN",55,"1,500","66,000","2,100","7,000","11","20.3","15.3","31.2","36.8","8","56","7"
"230",2021,"JUL THRU SEP","WYOMING",56,"430","36,000","410","2,200","6","(Z)","0.8","0.5","(Z)","0.8","4.7","11"
"231",2021,"OCT THRU DEC","ALABAMA",1,"360","9,000","160","1,100","12","3.5","2.5","6.8","44.7","1.4","60.8","(Z)"
"232",2021,"OCT THRU DEC","ARKANSAS",5,"920","18,000","250","480","3","0","0.6","25.6","28.2","0.7","35.7","1"
"233",2021,"OCT THRU DEC","CALIFORNIA",6,"15,000","1,210,000","10,000","50,000","4","3.7","2.8","1.9","4.8","2","14.6","2"
"234",2021,"OCT THRU DEC","CONNECTICUT",9,"140","4,000","90","180","5","0.6","0.6","0.6","0.6","2.8","20.6","3"
"235",2021,"OCT THRU DEC","FLORIDA",12,"20,000","310,000","10,500","38,000","12","5.9","8.8","9.1","19","13.6","28.9","4"
"236",2021,"OCT THRU DEC","GEORGIA",13,"12,500","132,000","7,500","24,000","18","0.5","5.7","7.8","24.7","7.2","41","9"
"237",2021,"OCT THRU DEC","HAWAII",15,"1,100","20,000","0","100","1","19.7","0","0","64.2","0","66.1","3"
"238",2021,"OCT THRU DEC","IDAHO",16,"250","230,000","10,500","22,000","10","4.9","4","12","8","11.2","58.1","2"
"239",2021,"OCT THRU DEC","ILLINOIS",17,"180","12,500","340","1,300","10","2.4","2.3","1.4","9.1","7.2","31.9","6"
"240",2021,"OCT THRU DEC","INDIANA",18,"130","14,500","180","1,700","12","11.3","1.5","21.3","19.6","1.9","43.6","17"
"241",2021,"OCT THRU DEC","IOWA",19,"170","51,000","2,100","4,000","8","0.9","1","17","1.2","1.7","17.9","(Z)"
"242",2021,"OCT THRU DEC","KANSAS",20,"140","8,000","200","2,100","26","1.5","14.6","15.5","20.1","13.9","30.5","1"
"243",2021,"OCT THRU DEC","KENTUCKY",21,"120","10,500","160","880","8","2.3","13.2","(Z)","39","12","54.1","4"
"244",2021,"OCT THRU DEC","LOUISIANA",22,"1,400","36,000","450","2,800","8","0","(Z)","(Z)","5.4","5.3","28.2","4"
"245",2021,"OCT THRU DEC","MAINE",23,"70","5,500","30","700","13","0","15.2","0","18.1","2","29.3","3"
"246",2021,"OCT THRU DEC","MASSACHUSETTS",25,"20","10,500","20","290","3","0.5","(Z)","0","(Z)","0.6","5.4","(Z)"
"247",2021,"OCT THRU DEC","MICHIGAN",26,"140","105,000","1,000","6,000","6","0","0.9","3.1","2.2","1.5","8.7","2"
"248",2021,"OCT THRU DEC","MINNESOTA",27,"4,900","100,000","1,900","10,500","11","0","0.6","3.4","(Z)","1.4","8","(Z)"
"249",2021,"OCT THRU DEC","MISSISSIPPI",28,"30","23,000","600","3,000","13","0","(Z)","5.8","8.6","8.3","27.8","1"
"250",2021,"OCT THRU DEC","MISSOURI",29,"190","7,500","260","590","8","(Z)","1.3","1.1","6.3","0.8","17.3","2"
"251",2021,"OCT THRU DEC","MONTANA",30,"3,200","102,000","180","17,000","17","3.1","4.9","0","2.9","(Z)","27.2","8"
"252",2021,"OCT THRU DEC","NEBRASKA",31,"10","43,000","2,200","7,500","17","2.8","1.8","4.2","1.5","(Z)","28","1"
"253",2021,"OCT THRU DEC","NEW YORK",36,"440","66,000","1,900","21,000","32","1","13.6","1.3","34.5","3.5","48","39"
"254",2021,"OCT THRU DEC","NORTH CAROLINA",37,"260","22,000","1,900","2,100","10","0","(Z)","(Z)","1.4","5.1","24.1","2"
"255",2021,"OCT THRU DEC","NORTH DAKOTA",38,"11,000","485,000","8,500","27,000","6","2.8","7.8","(Z)","0.9","(Z)","28","2"
"256",2021,"OCT THRU DEC","OHIO",39,"300","17,000","460","1,600","9","(Z)","1.5","2.5","10.9","6.6","36.6","3"
"257",2021,"OCT THRU DEC","OKLAHOMA",40,"230","21,000","190","1,400","7","(Z)","(Z)","0.5","3.2","0.8","5.6","5"
"258",2021,"OCT THRU DEC","OREGON",41,"680","103,000","6,000","10,500","10","8.7","1.3","2","23.3","(Z)","28.8","28"
"259",2021,"OCT THRU DEC","OTHER STATES",NA,"140","8,990",NA,"510","6","0.9","4.2","(Z)","(Z)","(Z)","14.2","1"
"260",2021,"OCT THRU DEC","PENNSYLVANIA",42,"250","26,000","830","2,400","9","3.5","7","3.4","8.2","1.1","30.3","1"
"261",2021,"OCT THRU DEC","SOUTH CAROLINA",45,"70","21,000","120","3,200","15","(Z)","0.8","11.3","5.5","2","28.1","1"
"262",2021,"OCT THRU DEC","SOUTH DAKOTA",46,"1,400","190,000","1,300","11,500","6","(Z)","1.7","7.4","9","1.6","45.8","(Z)"
"263",2021,"OCT THRU DEC","TENNESSEE",47,"20","15,500","280","1,400","9","0.5","2.5","1.4","5.1","1","33.5","8"
"264",2021,"OCT THRU DEC","TEXAS",48,"2,100","290,000","2,600","23,000","8","1.2","4.1","9.8","8.3","5.5","19.4","1"
"265",2021,"OCT THRU DEC","UTAH",49,"1,500","37,000","310","3,200","9","0.7","2","0.7","0.7","4.7","4.8","4"
"266",2021,"OCT THRU DEC","VERMONT",50,"0","7,000","20","40","1","(Z)","(Z)","0","0.6","0.8","16.1","1"
"267",2021,"OCT THRU DEC","VIRGINIA",51,"160","8,500","280","930","11","0.8","5.2","0.5","19.1","3.2","31.8","2"
"268",2021,"OCT THRU DEC","WASHINGTON",53,"1,400","83,000","4,500","6,500","8","2","7.6","2.5","2.7","0.8","42.3","3"
"269",2021,"OCT THRU DEC","WEST VIRGINIA",54,"10","7,500","260","560","7","0.6","1","1.9","6.3","3.1","13.8","1"
"270",2021,"OCT THRU DEC","WISCONSIN",55,"1,100","47,000","1,600","5,500","12","0.5","2.5","0.7","(Z)","0.7","28.4","(Z)"
"271",2021,"OCT THRU DEC","WYOMING",56,"660","22,000","870","2,400","11","9.3","2.3","0","2.3","0.6","14.7","3"
"272",2020,"APR THRU JUN","ALABAMA",1,"4,700","8,500","410","4,100","48","1.6","7.9","7.7","18","9.5","28.5","31"
"273",2020,"APR THRU JUN","ARIZONA",4,"14,500","26,000","140","1,300","5","(Z)","5.5","4.2","0","0.6","22.1","18"
"274",2020,"APR THRU JUN","ARKANSAS",5,"4,900","17,000","900","1,800","11","5.1","2.1","24.6","15.3","12.4","40.5","5"
"275",2020,"APR THRU JUN","CALIFORNIA",6,"175,000","1,200,000","3,200","100,000","8","3.9","7.6","5.5","4.8","3.1","33.6","20"
"276",2020,"APR THRU JUN","COLORADO",8,"7,000","27,000","310","2,100","8","(Z)","0.5","0","(Z)","2.5","35.4","10"
"277",2020,"APR THRU JUN","CONNECTICUT",9,"1,200","4,300","0","30","1","0","0.1","0","2.1","0.6","14.8","10"
"278",2020,"APR THRU JUN","FLORIDA",12,"25,000","310,000","12,000","40,000","13","3.4","5.9","5.8","16","7.9","33.1","6"
"279",2020,"APR THRU JUN","GEORGIA",13,"18,500","147,000","3,300","10,000","7","6.9","7.9","2.9","19.6","13.4","47.9","14"
"280",2020,"APR THRU JUN","HAWAII",15,"3,000","15,500","0","0","0","1","1.1","0","41.1","0","43.1","15"
"281",2020,"APR THRU JUN","IDAHO",16,"22,000","81,000","2,400","18,000","22","11.1","6.9","8.6","10.9","5.8","44.2","36"
"282",2020,"APR THRU JUN","ILLINOIS",17,"4,200","12,000","190","1,500","13","1","11.9","8.3","8.2","4","23.5","14"
"283",2020,"APR THRU JUN","INDIANA",18,"4,500","12,000","30","920","8","1.8","5.4","20.2","12.5","1.5","26.8","15"
"284",2020,"APR THRU JUN","IOWA",19,"17,000","29,000","440","3,600","12","16.6","3.5","0.8","24.7","0.5","30.6","16"
"285",2020,"APR THRU JUN","KANSAS",20,"1,900","8,000","270","680","9","24","28.9","32.8","34.1","14.3","68.4","23"
"286",2020,"APR THRU JUN","KENTUCKY",21,"4,200","11,000","120","1,200","11","(Z)","2.9","1.2","10.9","3.2","18.3","32"
"287",2020,"APR THRU JUN","LOUISIANA",22,"2,300","53,000","650","1,800","3","0.5","3.5","(Z)","4.7","1.3","23.7","9"
"288",2020,"APR THRU JUN","MAINE",23,"520","22,000","0","700","3","26.8","0.5","0","(Z)","0","47.1","1"
"289",2020,"APR THRU JUN","MARYLAND",24,"4,400","8,000","0","670","8","0.1","3.2","1.1","1.1","0.5","14.3","21"
"290",2020,"APR THRU JUN","MASSACHUSETTS",25,"870","13,500","40","630","5","(Z)","1.1","(Z)","2.1","(Z)","14.7","4"
"291",2020,"APR THRU JUN","MICHIGAN",26,"11,000","85,000","420","1,500","2","2.2","3.2","6","11.5","1.1","38","12"
"292",2020,"APR THRU JUN","MINNESOTA",27,"9,000","126,000","870","13,000","10","0.7","4.4","8.8","2.9","(Z)","20.6","2"
"293",2020,"APR THRU JUN","MISSISSIPPI",28,"1,500","37,000","260","4,500","12","0","8.5","0.9","57.8","(Z)","93.1","2"
"294",2020,"APR THRU JUN","MISSOURI",29,"2,800","6,500","200","390","6","5.7","11.2","3.1","1.5","1.9","17.4","18"
"295",2020,"APR THRU JUN","MONTANA",30,"18,000","120,000","1,500","2,000","2","5.9","4.6","0","5.6","(Z)","12.1","13"
"296",2020,"APR THRU JUN","NEBRASKA",31,"7,000","41,000","700","1,900","5","4.8","(Z)","12.2","1.1","2.7","17.5","3"
"297",2020,"APR THRU JUN","NEW JERSEY",34,"1,500","21,000","10","710","3","21.5","21.7","(Z)","0.8","(Z)","15.4","3"
"298",2020,"APR THRU JUN","NEW MEXICO",35,"400","6,000","0","1,000","17","(Z)","(Z)","(Z)","(Z)","(Z)","3","1"
"299",2020,"APR THRU JUN","NEW YORK",36,"6,000","58,000","20","4,000","7","0.6","3.5","(Z)","2.5","0.5","20.7","5"
"300",2020,"APR THRU JUN","NORTH CAROLINA",37,"6,000","25,000","290","1,600","6","1.9","1.8","0","5.5","1.4","23","5"
"301",2020,"APR THRU JUN","NORTH DAKOTA",38,"53,000","415,000","9,000","20,000","5","2.5","3","3.1","1.7","1.9","28.8","9"
"302",2020,"APR THRU JUN","OHIO",39,"9,500","16,500","130","1,700","10","6.2","7.3","5.8","12","13.3","23.8","22"
"303",2020,"APR THRU JUN","OKLAHOMA",40,"6,000","16,000","40","1,500","9","(Z)","15.1","0.9","3.9","5.1","16.2","19"
"304",2020,"APR THRU JUN","OREGON",41,"11,000","96,000","1,500","2,500","3","7.5","5.9","2.2","1.7","0.7","28","20"
"305",2020,"APR THRU JUN","OTHER STATES",NA,"1,400","9,840",NA,"260","3","0.5","(Z)","0","0.8","(Z)","12.8","15"
"306",2020,"APR THRU JUN","PENNSYLVANIA",42,"5,500","28,000","120","930","3","1.4","3.3","(Z)","2.6","1.3","26.6","5"
"307",2020,"APR THRU JUN","SOUTH CAROLINA",45,"2,700","18,500","310","1,700","9","0.5","5.7","(Z)","6.2","0.5","29.1","14"
"308",2020,"APR THRU JUN","SOUTH DAKOTA",46,"10,000","220,000","2,800","4,600","2","4.8","52.5","(Z)","46.4","5.3","53.3","7"
"309",2020,"APR THRU JUN","TENNESSEE",47,"4,200","13,500","210","1,200","9","(Z)","3.3","6.8","7.8","3","31.2","24"
"310",2020,"APR THRU JUN","TEXAS",48,"15,000","385,000","4,100","35,000","9","3.3","5.7","4.6","7.7","5.8","30.2","35"
"311",2020,"APR THRU JUN","UTAH",49,"8,500","31,000","130","2,800","9","(Z)","(Z)","13.1","0","7.7","38.4","42"
"312",2020,"APR THRU JUN","VERMONT",50,"680","7,000","0","200","3","0.1","1.1","0","0.5","0","10.7","2"
"313",2020,"APR THRU JUN","VIRGINIA",51,"4,800","8,000","170","1,200","15","(Z)","7.9","(Z)","7.9","1.1","33.7","16"
"314",2020,"APR THRU JUN","WASHINGTON",53,"5,000","114,000","370","3,500","3","0.7","1.3","1","(Z)","(Z)","10.6","3"
"315",2020,"APR THRU JUN","WEST VIRGINIA",54,"1,600","7,500","130","570","8","0.7","2.8","0.5","1.8","1.9","46.2","20"
"316",2020,"APR THRU JUN","WISCONSIN",55,"14,000","55,000","90","1,700","3","25","25.8","25.1","27.3","26.1","46.1","8"
"317",2020,"APR THRU JUN","WYOMING",56,"4,400","30,000","500","2,000","7","0.1","3.5","1.1","(Z)","1.2","28.8","7"
"318",2020,"JAN THRU MAR","ALABAMA",1,"1,900","7,000","70","410","6","0","1.7","0.1","3.4","4.3","12.4","11"
"319",2020,"JAN THRU MAR","ARIZONA",4,"3,000","31,000","4,300","8,500","27","(Z)","10.1","0","(Z)","9","31.7","(Z)"
"320",2020,"JAN THRU MAR","ARKANSAS",5,"1,800","16,500","390","1,600","10","(Z)","(Z)","2.6","22.7","11.2","31.7","(Z)"
"321",2020,"JAN THRU MAR","CALIFORNIA",6,"240,000","1,710,000","19,000","230,000","13","5","5.3","5.3","6","4.2","22.4","4"
"322",2020,"JAN THRU MAR","COLORADO",8,"4,000","13,000","620","670","5","(Z)","10.8","(Z)","0","2.4","20.8","4"
"323",2020,"JAN THRU MAR","FLORIDA",12,"41,000","305,000","11,500","30,000","10","5.5","8.7","5.3","14.2","10.9","28","3"
"324",2020,"JAN THRU MAR","GEORGIA",13,"41,000","119,000","8,500","14,500","12","(Z)","(Z)","(Z)","3.4","7.5","50.9","18"
"325",2020,"JAN THRU MAR","HAWAII",15,"1,300","16,000","260","1,800","11","(Z)","(Z)","0","60.8","(Z)","75.3","14"
"326",2020,"JAN THRU MAR","IDAHO",16,"4,400","168,000","5,500","18,500","11","(Z)","2.1","2.8","0.8","1.9","10.4","1"
"327",2020,"JAN THRU MAR","ILLINOIS",17,"2,900","11,500","520","2,400","21","(Z)","7.3","0","8.9","10","17.2","1"
"328",2020,"JAN THRU MAR","INDIANA",18,"1,500","11,000","210","1,600","15","(Z)","1.9","2.9","0.5","6.2","8.2","4"
"329",2020,"JAN THRU MAR","IOWA",19,"6,000","17,000","620","1,600","9","0","5.7","(Z)","1.9","5.5","22.3","2"
"330",2020,"JAN THRU MAR","KANSAS",20,"2,000","6,500","700","760","12","7.8","3.1","7.8","8.1","11.3","13.3","2"
"331",2020,"JAN THRU MAR","KENTUCKY",21,"1,400","11,000","140","1,200","11","2","7.6","(Z)","2.6","6.5","17.4","1"
"332",2020,"JAN THRU MAR","LOUISIANA",22,"9,000","48,000","640","4,800","10","0.7","1.4","1.2","7","0.6","26.5","42"
"333",2020,"JAN THRU MAR","MARYLAND",24,"1,900","7,000","380","1,900","27","(Z)","8.5","0","1.5","2.4","19.9","(Z)"
"334",2020,"JAN THRU MAR","MASSACHUSETTS",25,"1,100","3,800","150","470","12","1.8","4.5","(Z)","0.5","2.2","13.9","3"
"335",2020,"JAN THRU MAR","MICHIGAN",26,"10,000","60,000","1,400","7,000","12","(Z)","(Z)","(Z)","0.5","0.7","8.1","(Z)"
"336",2020,"JAN THRU MAR","MINNESOTA",27,"1,300","58,000","6,500","920","2","0","4.3","(Z)","0","(Z)","3.5","(Z)"
"337",2020,"JAN THRU MAR","MISSISSIPPI",28,"16,000","28,000","800","5,000","18","(Z)","14.5","1.8","50.9","3.6","58.6","2"
"338",2020,"JAN THRU MAR","MISSOURI",29,"3,400","8,500","160","5,500","65","0.9","2.1","1.6","3.4","3.4","8.4","0"
"339",2020,"JAN THRU MAR","NEW JERSEY",34,"800","6,500","60","430","7","0.5","3.2","(Z)","2.9","2.3","9.4","1"
"340",2020,"JAN THRU MAR","NEW MEXICO",35,"120","6,000","0","40","1","0","0.7","0","0","(Z)","2.1","0"
"341",2020,"JAN THRU MAR","NEW YORK",36,"230","36,000","940","2,500","7","0","1.7","0","2.9","7.7","6.6","1"
"342",2020,"JAN THRU MAR","NORTH CAROLINA",37,"2,600","24,000","1,900","2,500","10","4.8","1.4","0.6","7.1","5.1","35.7","2"
"343",2020,"JAN THRU MAR","OHIO",39,"840","21,000","3,900","6,000","29","1.1","3","(Z)","3.6","13.4","17.6","5"
"344",2020,"JAN THRU MAR","OREGON",41,"9,000","108,000","950","4,800","4","10.8","1.3","14.5","10.4","(Z)","24.4","2"
"345",2020,"JAN THRU MAR","OTHER STATES",NA,"560","7,800",NA,"440","6","(Z)","0.8","0","0","(Z)","5.8","(Z)"
"346",2020,"JAN THRU MAR","PENNSYLVANIA",42,"370","26,000","430","2,100","8","2.8","2.7","1.8","3.9","3.2","15.5","1"
"347",2020,"JAN THRU MAR","SOUTH CAROLINA",45,"2,700","17,000","160","1,400","8","9.6","6.4","(Z)","11.5","5.4","15.5","6"
"348",2020,"JAN THRU MAR","TENNESSEE",47,"2,200","14,000","410","2,700","19","1","4.1","0","17.3","7.8","18.9","1"
"349",2020,"JAN THRU MAR","TEXAS",48,"83,000","340,000","4,200","35,000","10","1.3","5.2","3.4","6.8","4.6","12.2","7"
"350",2020,"JAN THRU MAR","VERMONT",50,"500","7,000","60","520","7","0.6","2","0.9","0.8","3.1","9.1","1"
"351",2020,"JAN THRU MAR","VIRGINIA",51,"1,600","7,000","370","1,100","16","(Z)","3.8","(Z)","10.6","3.5","17.5","1"
"352",2020,"JAN THRU MAR","WASHINGTON",53,"580","74,000","6,500","1,500","2","(Z)","(Z)","0.5","(Z)","(Z)","1.7","(Z)"
"353",2020,"JAN THRU MAR","WEST VIRGINIA",54,"600","8,000","200","1,100","14","1.3","2.6","0.6","7","(Z)","17.3","9"
"354",2020,"JAN THRU MAR","WISCONSIN",55,"700","28,000","1,600","1,900","7","(Z)","2.7","(Z)","1.9","3.1","9","1"
"355",2020,"JAN THRU MAR","WYOMING",56,"450","17,000","1,500","140","1","0.1","0.8","0","(Z)","1.7","(Z)","(Z)"
"356",2020,"JUL THRU SEP","ALABAMA",1,"1,800","19,000","240","3,700","19","0","5.4","12","29.1","11.7","64.9","5"
"357",2020,"JUL THRU SEP","ARIZONA",4,"2,600","30,000","5,500","8,000","27","1.9","9.3","1.7","(Z)","12.2","24.1","6"
"358",2020,"JUL THRU SEP","ARKANSAS",5,"1,500","22,000","900","1,700","8","3.9","1.3","13.9","15.6","8.6","33.9","2"
"359",2020,"JUL THRU SEP","CALIFORNIA",6,"61,000","700,000","10,500","69,000","10","7.3","8.1","6.3","11.4","3.6","33.9","15"
"360",2020,"JUL THRU SEP","COLORADO",8,"3,800","29,000","70","7,000","24","(Z)","6.3","0","1.1","19.8","23.1","19"
"361",2020,"JUL THRU SEP","CONNECTICUT",9,"130","4,700","80","300","6","0","4","0","1.4","0","20.2","3"
"362",2020,"JUL THRU SEP","FLORIDA",12,"36,000","230,000","10,000","29,000","13","12.8","7.9","14.8","19.9","10.9","42.2","13"
"363",2020,"JUL THRU SEP","GEORGIA",13,"22,000","163,000","10,000","23,000","14","3.5","5.3","3.4","22.5","13","49.6","21"
"364",2020,"JUL THRU SEP","HAWAII",15,"4,000","18,500","30","500","3","(Z)","0.5","(Z)","63.5","(Z)","62.7","18"
"365",2020,"JUL THRU SEP","IDAHO",16,"18,500","85,000","1,900","11,000","13","6.7","9","10.9","2.6","3.8","45","10"
"366",2020,"JUL THRU SEP","ILLINOIS",17,"770","14,000","180","1,400","10","1.8","6.6","4.9","15.6","8.4","28.1","5"
"367",2020,"JUL THRU SEP","INDIANA",18,"1,200","15,000","90","1,600","11","1.7","0.7","24.5","12","1.3","41.4","18"
"368",2020,"JUL THRU SEP","IOWA",19,"1,100","38,000","430","1,800","5","3.9","4.5","6.3","29.4","(Z)","49.1","8"
"369",2020,"JUL THRU SEP","KANSAS",20,"600","7,000","310","910","13","15.6","2.1","34.1","24.8","(Z)","93.8","10"
"370",2020,"JUL THRU SEP","KENTUCKY",21,"800","12,000","220","1,400","12","1.4","2.4","1.6","4","5.1","23.3","4"
"371",2020,"JUL THRU SEP","LOUISIANA",22,"1,200","48,000","1,200","2,600","5","4.7","3.6","0.8","14.4","3.4","27.2","6"
"372",2020,"JUL THRU SEP","MAINE",23,"700","10,000","10","1,500","15","0.7","4.6","0","2.5","6.2","65.2","8"
"373",2020,"JUL THRU SEP","MARYLAND",24,"1,200","7,500","60","690","9","(Z)","0.6","(Z)","4.8","2.9","17.6","3"
"374",2020,"JUL THRU SEP","MASSACHUSETTS",25,"840","11,000","40","330","3","1.5","1.2","0.8","1.6","0.7","29.7","7"
"375",2020,"JUL THRU SEP","MICHIGAN",26,"37,000","106,000","8,500","34,000","32","3.4","5.9","8.9","14.5","1","53.1","10"
"376",2020,"JUL THRU SEP","MINNESOTA",27,"1,800","119,000","1,900","10,500","9","(Z)","2.2","8.2","3.7","1.7","46.3","3"
"377",2020,"JUL THRU SEP","MISSISSIPPI",28,"2,500","29,000","890","1,600","6","(Z)","3.3","(Z)","41.8","6.2","45.7","(Z)"
"378",2020,"JUL THRU SEP","MISSOURI",29,"290","8,000","250","730","9","(Z)","2.4","1.1","8.8","2.4","30.8","10"
"379",2020,"JUL THRU SEP","MONTANA",30,"6,500","139,000","360","8,500","6","0.9","8.6","(Z)","2.1","1.2","36.6","20"
"380",2020,"JUL THRU SEP","NEBRASKA",31,"3,000","48,000","300","4,300","9","3.3","21.4","19.8","0.8","(Z)","23.4","6"
"381",2020,"JUL THRU SEP","NEW JERSEY",34,"1,500","18,500","30","2,300","12","0","(Z)","16.3","5.6","(Z)","21.7","10"
"382",2020,"JUL THRU SEP","NEW MEXICO",35,"3,300","5,500","0","1,600","29","0","0.5","0","32.9","(Z)","33.8","14"
"383",2020,"JUL THRU SEP","NEW YORK",36,"5,500","61,000","850","3,600","6","6.3","2.1","3.3","7.8","1.1","18.2","3"
"384",2020,"JUL THRU SEP","NORTH CAROLINA",37,"950","27,000","1,100","4,600","17","(Z)","(Z)","(Z)","17.9","(Z)","70.5","20"
